id,name,debut,last,pri,dg,yr,cat,lat,long
0,王滨,1949,1959,false,Northeast,1949,Northeast,44.31376,125.72604
0,王滨,1949,1959,false,Northeast,1950,Northeast,44.03309,125.60508
0,王滨,1949,1959,false,Northeast,1951,Stay,44.01755,125.69366
0,王滨,1949,1959,false,Northeast,1952,Stay,43.93270,125.57745
0,王滨,1949,1959,false,Northeast,1953,Stay,44.08881,125.55468
0,王滨,1949,1959,false,Northeast,1954,Stay,43.92483,125.32735
0,王滨,1949,1959,false,Northeast,1955,Northeast,44.25957,125.72479
0,王滨,1949,1959,false,Northeast,1956,Northeast,44.22054,125.50174
0,王滨,1949,1959,false,Northeast,1957,Stay,44.17933,125.69811
0,王滨,1949,1959,false,Northeast,1958,Northeast,44.08894,125.61085
0,王滨,1949,1959,false,Northeast,1959,Northeast,44.27697,125.76037
1,于敏,1949,1962,false,Northeast,1949,Northeast,43.88457,125.74030
1,于敏,1949,1962,false,Northeast,1950,Northeast,44.21363,125.81072
1,于敏,1949,1962,false,Northeast,1951,Stay,43.90532,125.32733
1,于敏,1949,1962,false,Northeast,1952,Stay,44.09597,125.52387
1,于敏,1949,1962,false,Northeast,1953,Stay,43.89900,125.46982
1,于敏,1949,1962,false,Northeast,1954,Northeast,44.23362,125.78026
1,于敏,1949,1962,false,Northeast,1955,Stay,43.84632,125.43993
1,于敏,1949,1962,false,Northeast,1956,Stay,43.85330,125.62834
1,于敏,1949,1962,false,Northeast,1957,Stay,44.22214,125.66866
1,于敏,1949,1962,false,Northeast,1958,Northeast,43.82781,125.52000
1,于敏,1949,1962,false,Northeast,1959,Stay,44.27771,125.45248
1,于敏,1949,1962,false,Northeast,1960,Stay,44.13823,125.67796
1,于敏,1949,1962,false,Northeast,1961,Stay,43.99224,125.50856
1,于敏,1949,1962,false,Northeast,1962,Northeast,43.96417,125.71221
2,王家乙,1949,1965,false,Northeast,1949,Northeast,44.21389,125.77140
2,王家乙,1949,1965,false,Northeast,1950,Northeast,43.98875,125.50148
2,王家乙,1949,1965,false,Northeast,1951,Northeast,44.14740,125.48022
2,王家乙,1949,1965,false,Northeast,1952,Northeast,44.21253,125.39535
2,王家乙,1949,1965,false,Northeast,1953,Stay,44.24837,125.65405
2,王家乙,1949,1965,false,Northeast,1954,Stay,44.29373,125.47263
2,王家乙,1949,1965,false,Northeast,1955,Northeast,44.25286,125.48917
2,王家乙,1949,1965,false,Northeast,1956,Stay,44.17083,125.41268
2,王家乙,1949,1965,false,Northeast,1957,Northeast,44.00483,125.54243
2,王家乙,1949,1965,false,Northeast,1958,Northeast,43.97812,125.49750
2,王家乙,1949,1965,false,Northeast,1959,Northeast,43.94369,125.78315
2,王家乙,1949,1965,false,Northeast,1960,Northeast,44.03469,125.36473
2,王家乙,1949,1965,false,Northeast,1961,Northeast,44.07981,125.70590
2,王家乙,1949,1965,false,Northeast,1962,Stay,43.97304,125.37408
2,王家乙,1949,1965,false,Northeast,1963,Stay,44.01629,125.69748
2,王家乙,1949,1965,false,Northeast,1964,Stay,43.87480,125.33336
2,王家乙,1949,1965,false,Northeast,1965,Northeast,44.07254,125.74191
3,吕班,1949,1957,false,Northeast,1949,Northeast,44.09781,125.35390
3,吕班,1949,1957,false,Northeast,1950,Beijing,39.91495,116.41336
3,吕班,1949,1957,false,Northeast,1951,Beijing,40.39974,116.85366
3,吕班,1949,1957,false,Northeast,1952,Northeast,43.92268,125.60845
3,吕班,1949,1957,false,Northeast,1953,Stay,44.10578,125.36104
3,吕班,1949,1957,false,Northeast,1954,Northeast,44.27936,125.37901
3,吕班,1949,1957,false,Northeast,1955,Beijing,39.98954,116.64853
3,吕班,1949,1957,false,Northeast,1956,Northeast,43.90158,125.48716
3,吕班,1949,1957,false,Northeast,1957,Northeast,44.27104,125.44834
4,江浩,1949,1950,false,Northeast,1949,Northeast,44.31342,125.51465
4,江浩,1949,1950,false,Northeast,1950,Northeast,44.17411,125.44177
5,陈强,1949,1965,false,Northeast,1949,Northeast,44.22795,125.40079
5,陈强,1949,1965,false,Northeast,1950,Northeast,44.01780,125.69616
5,陈强,1949,1965,false,Northeast,1951,Stay,43.92156,125.75472
5,陈强,1949,1965,false,Northeast,1952,Stay,43.88640,125.44387
5,陈强,1949,1965,false,Northeast,1953,Northeast,43.90347,125.63400
5,陈强,1949,1965,false,Northeast,1954,Beijing,40.30775,116.46730
5,陈强,1949,1965,false,Northeast,1955,Stay,39.94605,116.55541
5,陈强,1949,1965,false,Northeast,1956,Stay,40.26769,116.48715
5,陈强,1949,1965,false,Northeast,1957,Stay,40.07728,116.71492
5,陈强,1949,1965,false,Northeast,1958,Northeast,43.91979,125.38682
5,陈强,1949,1965,false,Northeast,1959,Northeast,43.81878,125.75749
5,陈强,1949,1965,false,Northeast,1960,Beijing,40.04528,116.49798
5,陈强,1949,1965,false,Northeast,1961,Shanghai (state),31.58216,121.82005
5,陈强,1949,1965,false,Northeast,1962,Shanghai (state),31.26591,121.53649
5,陈强,1949,1965,false,Northeast,1963,Stay,31.41977,121.66224
5,陈强,1949,1965,false,Northeast,1964,Stay,31.33632,121.59893
5,陈强,1949,1965,false,Northeast,1965,Northeast,44.06431,125.73520
6,杜德夫,1949,1966,false,Northeast,1949,Northeast,44.25709,125.58545
6,杜德夫,1949,1966,false,Northeast,1950,Northeast,44.09970,125.73927
6,杜德夫,1949,1966,false,Northeast,1951,Stay,43.83585,125.38717
6,杜德夫,1949,1966,false,Northeast,1952,Northeast,43.91807,125.64059
