Id,Label,GeoCategory,Affilations,Main Role,All Roles,Debut Year,Debut Region,Debut at Private Studio,lat,lon
5611,"韩克超","Hong Kong / Canton","Pearl River Film Studio (2) & Hong Kong Hongtu Film Company (2)","副摄影","副摄影 (2)",1962,"Hong Kong / Canton","False",-0.6755506421479178,-0.700365126936443
5612,"冼碧莹","Hong Kong / Canton","Pearl River Film Studio (1) & Hong Kong Hongtu Film Company (1)","导演助理","导演助理 (1)",1962,"Hong Kong / Canton","False",-0.21746053253594377,-0.48772189547920863
5613,"丹华","Hong Kong / Canton","Pearl River Film Studio (3) & Hong Kong Hongtu Film Company (3)","特技摄影","特技摄影 (3)",1962,"Hong Kong / Canton","False",0.16979367000156054,0.7155703515490106
5614,"吴文明","Hong Kong / Shanghai (private) / Canton","Pearl River Film Studio (1) & Hong Kong Hongtu Film Company (1) & Changjiang Film Studio (1)","置景","置景 (2)",1951,"Shanghai (private)","True",-0.6656977805728086,0.2948100788267489
5615,"任凤仪","Hong Kong / Canton","Pearl River Film Studio (1) & Hong Kong Hongtu Film Company (1)","服装","服装 (1)",1962,"Hong Kong / Canton","False",-0.8723498876942415,0.12735531840239944
5616,"凌琳","Hong Kong / Canton","Pearl River Film Studio (2) & Hong Kong Hongtu Film Company (2)","制片主任 | 制片","制片主任 (1) & 制片 (1)",1962,"Hong Kong / Canton","False",0.3544034318051916,-0.8687297134168446
5617,"戈阳","Hong Kong / Canton","Pearl River Film Studio (1) & Hong Kong Hongtu Film Company (1)","Scriptwriter","Scriptwriter (1)",1962,"Hong Kong / Canton","False",-0.4483779036694,-0.4768536553796323
5618,"石萍","Hong Kong / Canton","Pearl River Film Studio (1) & Hong Kong Hongtu Film Company (1)","Scriptwriter","Scriptwriter (1)",1962,"Hong Kong / Canton","False",-0.09365020725503448,-0.5293700639267238
5619,"王英蓉","Hong Kong / Canton","Pearl River Film Studio (1) & Hong Kong Hongtu Film Company (1)","Acting","Acting (1)",1962,"Hong Kong / Canton","False",0.25410754224910703,-0.6907941683628849
5620,"陆琼玉","Hong Kong / Canton","Pearl River Film Studio (1) & Hong Kong Hongtu Film Company (1)","Acting","Acting (1)",1962,"Hong Kong / Canton","False",0.005175494572747352,3.598281376888668E-4
5621,"郑振明","Hong Kong / Canton","Pearl River Film Studio (1) & Hong Kong Hongtu Film Company (1)","Acting","Acting (1)",1962,"Hong Kong / Canton","False",-0.4645450652191223,0.38508472842746455
5622,"王黄文","Hong Kong / Canton","Pearl River Film Studio (1) & Hong Kong Hongtu Film Company (1)","Acting","Acting (1)",1962,"Hong Kong / Canton","False",-0.6462020656148584,0.40974688072692245
5623,"谭飞飞","Hong Kong / Canton","Pearl River Film Studio (1) & Hong Kong Hongtu Film Company (1)","Acting","Acting (1)",1962,"Hong Kong / Canton","False",-0.2020556747577642,0.7788043168179126
5624,"李长城","Hong Kong / Canton","Pearl River Film Studio (1) & Hong Kong Hongtu Film Company (1)","Acting","Acting (1)",1962,"Hong Kong / Canton","False",-0.5220496828644094,-0.6397864031088398
5625,"林鸿惠","Hong Kong / Canton","Pearl River Film Studio (1) & Hong Kong Hongtu Film Company (1)","Acting","Acting (1)",1962,"Hong Kong / Canton","False",-0.17819618206088061,-0.39471766478062986
5626,"谢爱琼","Hong Kong / Canton","Pearl River Film Studio (1) & Hong Kong Hongtu Film Company (1)","Acting","Acting (1)",1962,"Hong Kong / Canton","False",-0.693372942062588,-0.2528262562067336
5627,"姜今","Canton","Pearl River Film Studio (3) & Hong Kong Hongtu Film Company (1)","美工","美工 (2) & 美术 (1)",1962,"Hong Kong / Canton","False",24.114648421263222,113.90885082449167
5628,"苏炎娣","Hong Kong / Canton","Pearl River Film Studio (1) & Hong Kong Hongtu Film Company (1)","作曲","作曲 (1)",1962,"Hong Kong / Canton","False",0.2313059681971794,-0.09758898431062968
5629,"陈培英","Hong Kong / Canton","Pearl River Film Studio (1) & Hong Kong Hongtu Film Company (1)","作曲","作曲 (1)",1962,"Hong Kong / Canton","False",0.9805072399012109,-0.06878302895895883
5630,"史美成","Canton","Pearl River Film Studio (2) & Hong Kong Hongtu Film Company (1)","照明","照明 (2)",1962,"Hong Kong / Canton","False",23.855139831732664,113.7773211128474
5631,"邓普","Beijing / Xi'an","Xi'an Film Studio (1) & August First Film Studio (1)","Scriptwriter | 编辑","Scriptwriter (1) & 编辑 (1)",1962,"Xi'an","False",-0.10051730798582748,0.4076201364452623
5632,"黄意璘","Xi'an","Xi'an Film Studio (1)","Acting","Acting (1)",1962,"Xi'an","False",33.98763755269475,108.67570957371986
5633,"党启锡","Xi'an","Xi'an Film Studio (1)","Acting","Acting (1)",1962,"Xi'an","False",35.23786416807797,108.86234344510511
5634,"杨惠珍","Xi'an","Xi'an Film Studio (1)","Acting","Acting (1)",1962,"Xi'an","False",33.36838337504205,108.08129246871206
5635,"李素芬","Xi'an","Xi'an Film Studio (1)","Acting","Acting (1)",1962,"Xi'an","False",33.93999571349276,109.4872387944163
5636,"魏瑞娟","Xi'an","Xi'an Film Studio (1)","Acting","Acting (1)",1962,"Xi'an","False",34.19187092884762,108.16919820368652
5637,"吴永烈","Xi'an","Xi'an Film Studio (1)","Acting","Acting (1)",1962,"Xi'an","False",34.72297601451321,108.76232990971717
5638,"赵秀玲","Xi'an","Xi'an Film Studio (1)","Acting","Acting (1)",1962,"Xi'an","False",34.538357171058436,109.08222381930946
5639,"胡强生","Xi'an","Xi'an Film Studio (3)","美术","美术 (2) & 美工 (1)",1962,"Xi'an","False",34.18714746798501,109.89545913482041
5640,"邵启永","Xi'an","Xi'an Film Studio (1)","照明","照明 (1)",1962,"Xi'an","False",35.25036840578306,109.57915070888853
5641,"白俊新","Xi'an","Xi'an Film Studio (1)","化妆","化妆 (1)",1962,"Xi'an","False",35.168108406519714,109.9069478662906
5642,"雪蔷","Xi'an","Xi'an Film Studio (1)","剪接","剪接 (1)",1962,"Xi'an","False",35.25132012763345,109.53147904976939
5643,"庞春发","Xi'an","Xi'an Film Studio (1)","指挥","指挥 (1)",1962,"Xi'an","False",33.90836125470202,108.44674328642547
5644,"尚小云","Xi'an","Xi'an Film Studio (1)","Acting","Acting (2)",1962,"Xi'an","False",34.61683960311857,109.37289199783064
5645,"萧盛萱","Xi'an","Xi'an Film Studio (1)","Acting","Acting (1)",1962,"Xi'an","False",34.25488688609848,108.70592771032186
5646,"尚长春","Xi'an","Xi'an Film Studio (1)","Acting","Acting (1)",1962,"Xi'an","False",35.12150831684553,109.54301519555835
5647,"尚长麟","Xi'an","Xi'an Film Studio (1)","Acting","Acting (1)",1962,"Xi'an","False",34.653215222094516,108.98856866484181
5648,"尚长荣","Xi'an","Xi'an Film Studio (1)","Acting","Acting (1)",1962,"Xi'an","False",34.59506976726042,108.15648947421016
5649,"方英培","Xi'an","Xi'an Film Studio (1)","Acting","Acting (1)",1962,"Xi'an","False",33.6011372775922,109.23059285793778
5650,"田荣芬","Xi'an","Xi'an Film Studio (1)","Acting","Acting (1)",1962,"Xi'an","False",35.09597657105247,109.8803280381482
5651,"艾农","Xi'an","Xi'an Film Studio (2)","美工","美工 (2)",1962,"Xi'an","False",35.18028553162,109.03556847210164
5652,"姚守岗","Xi'an","Xi'an Film Studio (1)","导演助理","导演助理 (1)",1962,"Xi'an","False",33.64647766781477,109.31698202698311
5653,"宋宝林","Xi'an","Xi'an Film Studio (1)","司鼓","司鼓 (1)",1962,"Xi'an","False",34.3013845103116,108.6429846100078
5654,"李荣岩","Xi'an","Xi'an Film Studio (1)","操琴","操琴 (1)",1962,"Xi'an","False",34.07227625626537,108.06749266212296
5655,"白宗浩","Xi'an","Xi'an Film Studio (1)","笛子","笛子 (1)",1962,"Xi'an","False",33.379053766234925,109.65281919713284
5656,"徐振林","Xi'an","Xi'an Film Studio (1)","二胡","二胡 (1)",1962,"Xi'an","False",33.351115979818964,108.088559519698
5657,"吴伯祺","Sichuan","Emei Film Studio (1)","Scriptwriter","Scriptwriter (1)",1962,"Sichuan","False",30.60112205119605,103.4132901854852
5658,"周静","Sichuan / Shanghai (private)","Emei Film Studio (1) & Da Guangming Film Company (1)","Scriptwriter | Acting","Scriptwriter (1) & Acting (1)",1951,"Shanghai (private)","True",-0.46731856807802474,0.005209805375723464
5659,"晓舫","Sichuan","Emei Film Studio (1)","Acting","Acting (1)",1962,"Sichuan","False",30.016991085125017,103.7250874482086
5660,"罗玉中","Sichuan","Emei Film Studio (1)","Acting","Acting (1)",1962,"Sichuan","False",29.71142691593908,104.350404434038
5661,"刘成基","Sichuan","Emei Film Studio (1)","Acting | 艺术指导","艺术指导 (1) & Acting (1)",1962,"Sichuan","False",30.373663871601803,104.9714866909177
5662,"静环","Sichuan","Emei Film Studio (1)","Acting","Acting (1)",1962,"Sichuan","False",30.994876448053237,103.328271464103
5663,"戴雪如","Sichuan","Emei Film Studio (1)","Acting","Acting (1)",1962,"Sichuan","False",31.230631723044883,103.5079490817534
5664,"崔亚鸥","Sichuan","Emei Film Studio (1)","Acting","Acting (1)",1962,"Sichuan","False",29.842564568928818,103.17710941612633
5665,"晓艇","Sichuan","Emei Film Studio (1)","Acting","Acting (1)",1962,"Sichuan","False",30.004892369877993,103.29951362170459
5666,"舒元卉","Sichuan","Emei Film Studio (1)","Acting","Acting (1)",1962,"Sichuan","False",29.991117025008403,104.7392576422304
5667,"李小玲","Sichuan","Emei Film Studio (1)","Acting","Acting (1)",1962,"Sichuan","False",29.615948201669784,104.21709300329054
5668,"杨抚","Sichuan","Emei Film Studio (1)","Acting","Acting (1)",1962,"Sichuan","False",30.029597786478252,105.02298176958794
5669,"雷变影","Sichuan","Emei Film Studio (1)","Acting","Acting (1)",1962,"Sichuan","False",31.063714129120306,104.53628569346492
5670,"赵学容","Sichuan","Emei Film Studio (1)","Acting","Acting (1)",1962,"Sichuan","False",30.109177345191675,104.84327760266906
5671,"夏正秋","Sichuan","Emei Film Studio (1)","美术","美术 (1)",1962,"Sichuan","False",31.545840568208416,103.9781215767315
5672,"陈正海","Sichuan","Emei Film Studio (1)","美术","美术 (1)",1962,"Sichuan","False",30.904404934439263,104.9875487780327
5673,"杨为","Sichuan","Emei Film Studio (1)","音乐设计","音乐设计 (1)",1962,"Sichuan","False",31.36353611219856,104.10185950806472
5674,"何国经","Sichuan","Emei Film Studio (1)","音乐设计","音乐设计 (1)",1962,"Sichuan","False",29.794896021539678,104.78756683948458
5675,"王文相","Sichuan","Emei Film Studio (1)","剧务主任","剧务主任 (1)",1962,"Sichuan","False",31.570052937650562,103.89316119498376
5676,"刘吉昌","Sichuan","Emei Film Studio (1)","鼓师","鼓师 (1)",1962,"Sichuan","False",30.72257396822504,104.04357539269155
5677,"张顺群","Sichuan","Emei Film Studio (1)","领腔","领腔 (1)",1962,"Sichuan","False",31.083575082418953,103.98666562915086
5678,"朱泗祥","Sichuan","Emei Film Studio (1)","领腔","领腔 (1)",1962,"Sichuan","False",30.728433129466094,103.87335362011594
5679,"白辛","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)",1963,"Northeast","False",44.06002883433459,124.3772944861419
5680,"阿不都力密提","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",43.0278193918877,125.50560702048142
5681,"吐尔地木萨","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.50801215156262,124.39561928861703
5682,"达乌提","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.4511506156597,124.9893065700462
5683,"买买提西里甫","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.20081817707486,125.4049271568954
5684,"乌布力海尔","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",42.93102971838657,125.50415045324776
5685,"古里米尔","Northeast","Changchun Film Studio (1)","风俗顾问","风俗顾问 (1)",1963,"Northeast","False",43.42860585460888,124.52482173098295
5686,"温亚奎","Northeast","Changchun Film Studio (1)","特技设计","特技设计 (1)",1963,"Northeast","False",43.986029298642315,125.83577644870768
5687,"李树仁","Northeast","Changchun Film Studio (2)","置景","置景 (2)",1963,"Northeast","False",44.74334929598167,126.09290224381866
5688,"龚明辉","Northeast","Changchun Film Studio (2)","绘景","绘景 (2)",1963,"Northeast","False",44.54225663802224,126.01730446646611
5689,"孟健华","Northeast","Changchun Film Studio (2)","场记","场记 (2)",1963,"Northeast","False",42.87407525055352,126.14766480616534
5690,"王太","Northeast","Changchun Film Studio (1)","服装","服装 (1)",1963,"Northeast","False",43.23993404431596,124.74164419997093
5691,"爱丽君","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",43.900876545336,125.54867341817157
5692,"花砚茹","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",43.06445967246156,125.51315344107631
5693,"杜洪堃","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.800066374124505,126.18865184580127
5694,"王素文","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",43.94654043571391,124.37708808327382
5695,"杜宝宇","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",43.802918405668954,125.41035069602127
5696,"李文治","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",43.08731780445078,124.75473611787584
5697,"宋桂岚","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",43.403013910334764,124.96174610739934
5698,"张尧","Northeast","Changchun Film Studio (1)","美术","美术 (1)",1963,"Northeast","False",43.93823480330697,125.16408216245483
5699,"徐文华","Northeast","Changchun Film Studio (1)","音乐设计","音乐设计 (1)",1963,"Northeast","False",43.30229629668164,124.60633078045818
5700,"陈怀平","Northeast","Changchun Film Studio (1)","舞台剧本改编","舞台剧本改编 (1)",1963,"Northeast","False",43.001721130485244,125.42030192917507
5701,"杨世雅","Northeast","Changchun Film Studio (1)","化妆","化妆 (1)",1963,"Northeast","False",44.10351116335447,124.85096076025242
5702,"陈玉梅","Northeast","Changchun Film Studio (2)","服装","服装 (2)",1963,"Northeast","False",42.9176006519576,126.28733873482966
5703,"耿明昆","Northeast","Changchun Film Studio (1)","服装","服装 (1)",1963,"Northeast","False",44.1367883534052,126.16192412111901
5704,"迟雨","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)",1963,"Northeast","False",44.661454995108194,124.491267747298
5705,"罗静","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)",1963,"Northeast","False",43.450700295950654,125.51060165268396
5706,"齐桂荣","Beijing / Northeast","Changchun Film Studio (1) & Beijing Film Studio (1)","Acting","Acting (2)",1963,"Northeast","False",-0.7109965448186322,0.18450720109263674
5707,"张兆瑞","Northeast","Changchun Film Studio (2)","剧务 | 制片","剧务 (1) & 制片 (1)",1963,"Northeast","False",44.70320953462631,125.12329182676032
5708,"姜克贵","Northeast","Changchun Film Studio (2) & Hong Kong Fanhua Film Company (1)","照明","照明 (2)",1963,"Northeast","False",44.674888834543154,124.60318715190428
5709,"张德永","Northeast","Changchun Film Studio (2) & Hong Kong Fanhua Film Company (1)","置景","置景 (2)",1963,"Northeast","False",44.45549565765698,124.90547634282322
5710,"胡臣","Northeast","Changchun Film Studio (1)","服装","服装 (1)",1963,"Northeast","False",43.395086659093245,126.22614212249445
5711,"杨兰春","Northeast","Changchun Film Studio (1)","Scriptwriter | 舞台导演","Scriptwriter (1) & 舞台导演 (1)",1963,"Northeast","False",44.20173125799541,125.16900476941483
5712,"魏云","Xi'an / Northeast","Changchun Film Studio (1) & Xi'an Film Studio (1)","Acting","Acting (2)",1963,"Northeast","False",0.39348244165238677,-0.2685551678011826
5713,"王善朴","Xi'an / Northeast","Changchun Film Studio (1) & Xi'an Film Studio (1)","Acting","Acting (2)",1963,"Northeast","False",0.5444527888688557,0.6877810944174014
5714,"高洁","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.15499150744812,124.73515226552382
5715,"陈泓","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.40825275040676,125.97953671947354
5716,"董芳","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.69192222265252,124.6721888965571
5717,"高颂喜","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.3540951292654,125.49617882813786
5718,"韩登庆","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.29711282979853,125.117043931887
5719,"杨华瑞","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",42.83263645870146,125.93500520623118
5720,"朱义","Northeast","Changchun Film Studio (2)","Acting | 舞台导演","Acting (1) & 舞台导演 (1)",1963,"Northeast","False",43.286699755248364,126.21821333310334
5721,"陈新理","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",43.23751136048004,125.20178048984734
5722,"孙大振","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.759203359475485,125.72027068693717
5723,"李素萍","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",43.52062040963711,125.21147145149973
5724,"朱凡","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.5359452335173,124.55110296163602
5725,"刘凌","Xi'an / Northeast","Changchun Film Studio (1) & Xi'an Film Studio (1)","Acting","Acting (2)",1963,"Northeast","False",-0.26496406703808395,0.42374209612889
5726,"冯文景","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",43.024639483374585,125.6676019647842
5727,"马会","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.25721978966942,124.84611275790333
5728,"王基笑","Northeast","Changchun Film Studio (1)","指挥","指挥 (1)",1963,"Northeast","False",43.04332827311814,125.21895382079244
5729,"姜鸿轩","Northeast","Changchun Film Studio (1)","音乐设计","音乐设计 (1)",1963,"Northeast","False",43.16882482778138,126.07399017186269
5730,"孙振山","Northeast","Changchun Film Studio (1)","照明","照明 (1)",1963,"Northeast","False",43.81566028989876,124.3386231549746
5731,"刘斐","Northeast","Changchun Film Studio (1)","助理导演","助理导演 (1)",1963,"Northeast","False",43.42943032056504,125.84157901238359
5732,"赵淑莲","Northeast","Changchun Film Studio (2)","剪接 | 剪辑","剪接 (1) & 剪辑 (1)",1963,"Northeast","False",44.5848386472554,124.6905811073295
5733,"李春蝉","Northeast","Changchun Film Studio (1)","服装","服装 (1)",1963,"Northeast","False",43.86913950565307,125.25138788485535
5734,"吉国祥","Northeast","Changchun Film Studio (5) & Hong Kong Fanhua Film Company (1)","绘景","绘景 (5)",1963,"Northeast","False",43.592393100161786,125.27227954466427
5735,"许欣","Northeast","Changchun Film Studio (1)","舞台导演","舞台导演 (1)",1963,"Northeast","False",44.30604568648981,124.87984673123212
5736,"宋雷娟","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",43.52925941207189,125.91632735809254
5737,"马骉","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",42.88815119823802,125.36645478602267
5738,"杨辛媛","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",42.99047721469367,124.43477691488908
5739,"周茂文","Northeast","Changchun Film Studio (1)","照明","照明 (1)",1963,"Northeast","False",42.992402020725365,125.71588244128968
5740,"萧永生","Northeast","Changchun Film Studio (1)","置景","置景 (1)",1963,"Northeast","False",42.95114482798787,125.41438339388074
5741,"刘仁羿","Northeast","Changchun Film Studio (1)","服装","服装 (1)",1963,"Northeast","False",43.96507850889947,124.81455208760168
5742,"王成栋","Northeast","Changchun Film Studio (1)","道具","道具 (1)",1963,"Northeast","False",43.83009922466463,125.29815088173356
5743,"李华","Northeast","Changchun Film Studio (1)","助理导演","助理导演 (1)",1963,"Northeast","False",42.81786142453617,125.82142803386735
5744,"华克","Northeast","Changchun Film Studio (2)","副导演 | 场记","场记 (1) & 副导演 (1)",1963,"Northeast","False",44.31911572937461,124.57793431344973
5745,"费克","Shanghai (private) / Northeast","Changchun Film Studio (1) & Kunlun Film Company (1)","Scriptwriter | Acting","Scriptwriter (1) & Acting (1)",1949,"Shanghai (private)","True",-0.9295298945553156,0.4898463431892779
5746,"张幻尔","Northeast","Changchun Film Studio (1)","Scriptwriter | Acting","Scriptwriter (1) & Acting (1)",1963,"Northeast","False",43.82925166457235,125.67481770649708
5747,"方笑笑","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.41384748163651,124.34922094401158
5748,"顾月娥","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.14228491299344,124.39844333998192
5749,"小杨天笑","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",43.037445874358966,124.46036395382154
5750,"丁凤英","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.65402795307783,125.75341921700087
5751,"杨天笑","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",43.2402445172621,125.98796127012756
5752,"盛洪庄","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",43.45762452703587,125.30038561454997
5753,"谭凤琳","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",42.96770809554663,126.15244911057158
5754,"丁吟","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",43.43876574166126,125.28127395318732
5755,"周霄艳","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",42.81797432525493,125.77833828425189
5756,"袁慕尔","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.54108879115513,126.28274511143299
5757,"黄影","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.480136051788634,125.690937433967
5758,"聂慈风","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.40885175189371,124.33874737287037
5759,"顾文灵","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.42556165023021,124.46042938676186
5760,"杜介奇","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",43.72530377600492,126.06258630787505
5761,"王微娜","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.2497759448561,125.889357756792
5762,"叶霞珍","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",43.7389999676762,124.65085360331727
5763,"范丽娜","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.517501537286265,124.42278340446933
5764,"钱瑞蓉","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",43.70663722994901,125.4160137086397
5765,"张幻梦","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.48103883213468,125.00607521954629
5766,"王晓风","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",43.27981600992238,124.88140081456115
5767,"顾笑声","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",43.62224107312271,124.82350085375298
5768,"殷雨宾","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",43.22446076260276,124.41183176692077
5769,"陆辰生","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.61091906664677,125.82148724595724
5770,"周广钰","Northeast","Changchun Film Studio (2)","剧务 | 制片","剧务 (1) & 制片 (1)",1963,"Northeast","False",43.28546020078616,125.85499351968905
5771,"可人","Northeast","Changchun Film Studio (1)","场记","场记 (1)",1963,"Northeast","False",42.977587722056846,124.95362406605463
5772,"高永安","Northeast","Changchun Film Studio (1)","场记","场记 (1)",1963,"Northeast","False",44.4954167619227,124.73321718437617
5773,"汪大儒","Northeast","Changchun Film Studio (1)","剪接","剪接 (1)",1963,"Northeast","False",44.56604579041369,125.68018543370665
5774,"毕礼海","Northeast","Changchun Film Studio (1)","化妆","化妆 (1)",1963,"Northeast","False",44.77522180218393,126.15220329685899
5775,"五忠臣","Northeast","Changchun Film Studio (1)","道具","道具 (1)",1963,"Northeast","False",43.66135694471645,125.41314915664363
5776,"林漠晨","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)",1963,"Northeast","False",43.28550299525497,125.78271653417647
5777,"张钟熙","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.58137988953898,125.31839586654226
5778,"邱玉财","Northeast","Changchun Film Studio (1)","置景","置景 (1)",1963,"Northeast","False",44.66181665259055,125.0232212829945
5779,"李洪学","Northeast","Changchun Film Studio (1)","绘景","绘景 (1)",1963,"Northeast","False",43.47507176483494,125.16997265946894
5780,"苏雪安","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)",1963,"Northeast","False",43.0027868389253,125.76588171137529
5781,"徐子权","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)",1963,"Northeast","False",43.08836900565853,124.79701030178977
5782,"梁容音","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",43.279221327608745,126.06530469386948
5783,"顾兆林","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",43.33852624176995,125.07208509212512
5784,"成志雄","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.693561952670734,125.44885533492968
5785,"李佳","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.68037308664437,125.36052033710418
5786,"李虬玉","Northeast","Changchun Film Studio (1)","Acting","Acting (1)",1963,"Northeast","False",44.44285555655276,125.60932939432817
5787,"张洪玉","Northeast","Changchun Film Studio (1)","绘景","绘景 (1)",1963,"Northeast","False",43.45302612511927,124.88332446746698
5788,"关沫南","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)",1963,"Northeast","False",43.32475980543177,124.78521903781117
5789,"李松竹","Beijing / Northeast","Changchun Film Studio (1) & August First Film Studio (1)","Acting","Acting (2)",1963,"Northeast","False",0.8471726092719081,-0.7814321401574922
5790,"安国敏","Shanghai (state) / Northeast","Changchun Film Studio (1) & Haiyan Film Studio (1)","指挥","指挥 (2)",1963,"Northeast","False",0.8589259460400469,0.9371618909405637
5791,"胡正","Beijing","Beijing Film Studio (1)","Scriptwriter","Scriptwriter (1)",1963,"Beijing","False",40.079318306328204,116.49680128574225
5792,"王志刚","Beijing","Beijing Film Studio (1) & August First Film Studio (5)","Acting","Acting (6)",1963,"Beijing","False",39.32362885390412,116.19121684404126
5793,"尹助力","Beijing","Beijing Film Studio (1)","Acting","Acting (1)",1963,"Beijing","False",39.28657298491762,115.41942354016977
5794,"程汉焜","Beijing","Beijing Film Studio (4)","Acting","Acting (4)",1963,"Beijing","False",40.81594335377959,115.62416224929714
5795,"郭仲良","Beijing","Beijing Film Studio (1)","Acting","Acting (1)",1963,"Beijing","False",39.65882247777275,116.89350872413137
5796,"孙珍","Beijing","Beijing Film Studio (1)","Acting","Acting (1)",1963,"Beijing","False",40.22829305021167,117.1618663157726
5797,"孙聪","Beijing","Beijing Film Studio (2)","Acting","Acting (2)",1963,"Beijing","False",40.63571631242133,115.8373060901353
5798,"王开基","Beijing","Beijing Film Studio (1)","Acting","Acting (1)",1963,"Beijing","False",39.1260263824051,117.15373159136533
5799,"才汝彬","Beijing","Beijing Film Studio (1)","制片","制片 (1)",1963,"Beijing","False",39.35897674832334,115.6734293638488
5800,"王爱爱","Beijing","Beijing Film Studio (1)","独唱","独唱 (1)",1963,"Beijing","False",39.655003359268456,116.18026986296441
