Id,Label,GeoCategory,Affilations,Main Role,All Roles,Debut Year,Debut Region,Debut at Private Studio,lat,lon
348,"苏英","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)",1949,"Shanghai (private)","True",31.060710283141866,121.88948399237485
349,"苏茵","Shanghai (state)","Kunlun Film Company (1) & Shanghai Film Studio (1) & Haiyan Film Studio (1) & Tianma Film Studio (2)","Acting","Acting (5)",1949,"Shanghai (private)","True",31.033730191643873,120.69684405095032
350,"苏曼意","Shanghai (private)","Kunlun Film Company (1) & Datong Film Company (1) & 中央电影摄影场二厂 (1) & Guotai Film Company (3) & 华东影片经理公司 (1) & 华侨影业公司 (Hong Kong) (1) & Da Guangming Film Company (1)","Acting","Acting (8)",1949,"Shanghai (private)","True",31.805318856181678,120.70178739409383
351,"谭云","Shanghai (state)","Kunlun Film Company (1) & Shanghai Film Studio (4) & Haiyan Film Studio (6) & Tianma Film Studio (1)","Acting","Acting (11)",1949,"Shanghai (private)","True",31.137285958841314,121.29615258806278
352,"韩仲良","Northeast","Kunlun Film Company (4) & Northeast Film Studio (3) & Changchun Film Studio (3)","摄影","摄影 (10)",1949,"Shanghai (private)","True",44.752559370107285,125.09616223859318
353,"裘葛","Shanghai (private)","Kunlun Film Company (3) & Shanghai Film Studio (2)","摄影","摄影 (5)",1949,"Shanghai (private)","True",30.204924719130332,120.29664506790576
354,"张汉臣","Shanghai (state)","Kunlun Film Company (1) & Shanghai Film Studio (4) & Northeast Film Studio (2) & Tianma Film Studio (10) & 中企影艺社 (1) & 远东影业公司 (1)","美工","布景 (3) & 布景设计 (4) & 装置设计 (1) & 美工 (8) & 美术 (3)",1949,"Shanghai (private)","True",31.59838791264171,120.57353203271512
355,"林秉生","Shanghai (state)","Kunlun Film Company (1) & Shanghai Film Studio (6) & Jiangnan Film Studio (5) & Haiyan Film Studio (2)","录音","录音 (14)",1949,"Shanghai (private)","True",31.27860488246853,121.52116005598191
356,"韦布","Shanghai (state)","Kunlun Film Company (1) & Shanghai Film Studio (3) & Jiangnan Film Studio (2) & Wuhan Film Studio (1) & Pearl River Film Studio (2) & Hong Kong Hongtu Film Company (1)","制片","制片主任 (3) & 副制片主任 (2) & 制片 (4)",1949,"Shanghai (private)","True",31.280501057738707,121.37768754998788
357,"朱今明","Beijing","Kunlun Film Company (2) & Shanghai Film Studio (2) & Northeast Film Studio (1) & Shandong Film Studio (1) & Beijing Film Studio (8)","摄影","摄影顾问 (1) & 摄影 (12) & Scriptwriter (1) & Director (1)",1949,"Shanghai (private)","True",40.24908452115437,116.74221417101518
358,"郭弈辉","Shanghai (private)","Kunlun Film Company (1)","摄影助理","摄影助理 (1)",1949,"Shanghai (private)","True",31.38137150788292,120.81594662937638
359,"辛汉文","Northeast","Kunlun Film Company (2) & Northeast Film Studio (5)","造型设计","造型设计 (7)",1949,"Shanghai (private)","True",44.76096961726956,124.72557331670697
360,"罗雨秋","Shanghai (state)","Kunlun Film Company (1) & Shanghai Film Studio (3)","绘景","布景助理 (1) & 绘景 (2) & Acting (1) & 背景 (1)",1949,"Shanghai (private)","True",30.4265287347247,122.14465347640336
361,"刘广阶","Shanghai (state)","Kunlun Film Company (1) & Shanghai Film Studio (3) & Jiangnan Film Studio (3) & Haiyan Film Studio (6) & Anhui Film Studio (1) & Tianma Film Studio (1)","录音","录音助理 (3) & 录音 (10)",1949,"Shanghai (private)","True",31.617553078659558,121.0524928476389
362,"薛慎行","Beijing","Kunlun Film Company (1) & Central Newsreel and Documentary Film Studio (2)","录音","录音助理 (1) & 录音 (2)",1949,"Shanghai (private)","True",40.38959538880922,117.12482574051408
363,"丁伯和","Shanghai (state)","Kunlun Film Company (2) & Shanghai Film Studio (4) & Jiangnan Film Studio (3) & Tianma Film Studio (4) & 中央电影摄影场一厂 (1)","录音","配音 (2) & 录音 (12)",1949,"Shanghai (private)","True",31.824706706259622,120.73604829563374
364,"方徨","Shanghai (state)","Kunlun Film Company (1) & Shanghai Film Studio (3) & Jiangnan Film Studio (2) & Shandong Film Studio (1) & Pearl River Film Studio (1)","Director","剧务 (1) & 副导演 (2) & Director (5) & Scriptwriter (2)",1949,"Shanghai (private)","True",31.68231844881104,122.31891185571997
365,"徐少文","Shanghai (state) / Shanghai (private)","Kunlun Film Company (1) & Shanghai Film Studio (1)","剧务 | 场记","场记 (1) & 剧务 (1)",1949,"Shanghai (private)","True",0.7786669371378925,0.6119835079318345
366,"毅华","Shanghai (private)","Kunlun Film Company (1)","场务","场务 (1)",1949,"Shanghai (private)","True",31.38226269477513,121.3725726075635
367,"姚永福","Shanghai (state)","Kunlun Film Company (6) & Changjiang-Kunlun Associated Film Studio (2) & Shanghai Film Studio (1) & Haiyan Film Studio (10) & Tianma Film Studio (1) & Hong Kong Jinsheng Film Company (1)","化妆","化妆 (20)",1949,"Shanghai (private)","True",30.61903330485615,121.61570438903854
368,"乐羽侯","Shanghai (state)","Kunlun Film Company (1) & Shanghai Film Studio (6) & Haiyan Film Studio (11) & Tianma Film Studio (1) & Pearl River Film Studio (1) & Hong Kong Jinsheng Film Company (1) & Hong Kong Dapeng Film Company (1) & August First Film Studio (1)","化妆","化妆 (14) & 造型 (3) & Acting (1) & 造型设计 (1)",1949,"Shanghai (private)","True",30.58696183689377,121.09835627421265
369,"庄凯卢","Shanghai (private)","Kunlun Film Company (1)","道具","道具 (1)",1949,"Shanghai (private)","True",31.8864762410506,120.56895083799195
370,"陆伯勤","Shanghai (state)","Kunlun Film Company (1) & Shanghai Film Studio (1) & Haiyan Film Studio (1) & 中央电影摄影场二厂 (1)","服装","服装 (4)",1949,"Shanghai (roc) / Shanghai (private)","True",31.53515040538586,122.4458872211393
371,"傅正义","Beijing","Kunlun Film Company (5) & Changjiang-Kunlun Associated Film Studio (2) & Changchun Film Studio (1) & Beijing Film Studio (11) & Central Newsreel and Documentary Film Studio (1) & Hong Kong Dapeng Film Company (1) & Hong Kong Fanhua Film Company (1) & Xi'an Film Studio (1)","剪辑","剪接 (9) & 剪辑 (11)",1949,"Shanghai (private)","True",40.74633005646226,116.14898207430898
372,"周教大","Shanghai (private)","Kunlun Film Company (2)","洗印","洗印 (2)",1949,"Shanghai (private)","True",31.613228947218005,122.0440433719265
373,"徐而前","Shanghai (private)","Kunlun Film Company (1)","洗印","洗印 (1)",1949,"Shanghai (private)","True",31.78542315604639,121.89591364377294
374,"吴增荣","Shanghai (private)","Kunlun Film Company (2)","洗印","洗印 (2)",1949,"Shanghai (private)","True",30.358341502751323,121.20034896574357
375,"沙蒙","Northeast","Northeast Film Studio (2) & Shanghai Film Studio (1) & Changchun Film Studio (2) & Beijing Film Studio (1)","Director","Director (5) & Scriptwriter (2) & 艺术指导 (1)",1950,"Northeast","False",43.08157824164609,125.7134475722918
376,"石联星","Northeast","Northeast Film Studio (1) & Shanghai Film Studio (1) & Changchun Film Studio (1) & Moscow Film Studio (1)","Acting","Acting (2) & Director (1)",1950,"Northeast","False",43.75397338255265,124.96176423660683
377,"方荧","Northeast","Northeast Film Studio (1) & Beijing Film Studio (1) & Changchun Film Studio (6)","Director","Acting (2) & 副导演 (2) & Director (5) & Scriptwriter (1)",1950,"Northeast","False",43.70059069166633,125.5632403922859
378,"马路","Northeast","Northeast Film Studio (7) & Beijing Film Studio (2) & Tianjin Film Studio (1)","Acting","Acting (7) & 副导演 (2)",1950,"Northeast","False",43.612406130155975,125.82740497467604
379,"杜粹远","Northeast","Northeast Film Studio (2)","Acting","Acting (2)",1950,"Northeast","False",44.46337364282482,126.26925689283932
380,"刘文华","Northeast","Northeast Film Studio (2) & Shanghai Film Studio (1) & Changchun Film Studio (6) & Harbin Film Studio (1)","副导演","Acting (3) & 副导演 (5) & Director (1)",1950,"Northeast","False",42.93429226026656,125.63287870341485
381,"高平","Northeast","Northeast Film Studio (7) & Beijing Film Studio (4) & Changchun Film Studio (15) & Lanzhou Film Studio (1)","Acting","Acting (26)",1950,"Northeast","False",43.23033483210543,125.71116017394905
382,"庞泳汾","Northeast","Northeast Film Studio (2)","Acting","Acting (2)",1950,"Northeast","False",43.718443755056796,125.79837822309827
383,"尹一青","Northeast","Northeast Film Studio (4) & Changchun Film Studio (8)","Acting | Director","Acting (4) & 副导演 (3) & Scriptwriter (1) & Director (4)",1950,"Northeast","False",43.314529603614886,126.05489228753977
384,"方化","Northeast","Northeast Film Studio (3) & Beijing Film Studio (4) & Changchun Film Studio (11)","Acting","Acting (18)",1950,"Beijing / Northeast","False",43.84625349268215,124.49022452084454
385,"水航","Northeast","Northeast Film Studio (3) & Changchun Film Studio (3)","Acting","Acting (5) & 剧务主任 (2)",1950,"Northeast","False",43.597711668156435,125.40300239691803
386,"杨振淮","Beijing / Northeast","Northeast Film Studio (1) & August First Film Studio (1)","Acting","Acting (2)",1950,"Northeast","False",0.7653987690049893,0.3820063250135426
387,"步文令","Northeast","Northeast Film Studio (3)","Acting","Acting (3)",1950,"Northeast","False",44.735481948274725,124.89108294897439
388,"葛存壮","Beijing","Northeast Film Studio (3) & Changchun Film Studio (2) & Beijing Film Studio (14) & Tianjin Film Studio (1)","Acting","Acting (19)",1950,"Northeast","False",40.035203256161,116.86821457260108
389,"吴必克","Northeast","Northeast Film Studio (3) & Changchun Film Studio (10) & Harbin Film Studio (1)","Acting","Acting (13)",1950,"Northeast","False",44.57171325746948,124.50527692235501
390,"张凤侣","Northeast","Northeast Film Studio (1) & Changchun Film Studio (3)","录音","Acting (1) & 录音 (3)",1950,"Northeast","False",43.75766253078166,126.13192495780606
391,"张云芳","Beijing","Northeast Film Studio (1) & Central Newsreel and Documentary Film Studio (1) & Beijing Film Studio (1)","Acting","Acting (3)",1950,"Northeast","False",39.5507081658958,116.88782293578353
392,"庄焰","Northeast","Northeast Film Studio (5) & Changchun Film Studio (3)","Acting","Acting (8)",1950,"Northeast","False",44.44506560095441,125.87553395194325
393,"曲伟","Northeast","Northeast Film Studio (4) & Changchun Film Studio (4)","Acting","Acting (8)",1950,"Northeast","False",43.8525232655034,125.19790769814928
394,"吕万营","Xi'an","Northeast Film Studio (1) & Xi'an Film Studio (5)","剧务主任","Acting (1) & 剧务主任 (5)",1950,"Northeast","False",33.6895739724185,108.31120698440964
395,"杨文浩","Northeast","Northeast Film Studio (2) & Changchun Film Studio (5)","剧务主任","Acting (2) & 剧务主任 (4) & 制片主任 (1)",1950,"Northeast","False",44.151573360855316,125.47469859501824
396,"齐兴家","Northeast","Northeast Film Studio (2) & Changchun Film Studio (1)","Acting","Acting (2) & 场记 (1)",1950,"Northeast","False",43.75804696596548,126.01575015275637
397,"顾绍伯","Northeast","Northeast Film Studio (2)","Acting","Acting (2)",1950,"Northeast","False",44.727006009994184,125.85233227059955
398,"唐绍峰","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",44.59143101443472,124.78197133085952
399,"薛彦东","Northeast","Northeast Film Studio (2) & Beijing Film Studio (1) & Changchun Film Studio (3)","Acting","Acting (5) & Scriptwriter (1)",1950,"Northeast","False",43.65741518047142,126.00083823754176
400,"白德彰","Northeast","Northeast Film Studio (4) & Changchun Film Studio (10) & Xi'an Film Studio (2)","Acting","Acting (14)",1950,"Northeast","False",43.10815804219386,124.41524789073578
401,"任子华","Northeast","Northeast Film Studio (4) & Xi'an Film Studio (1) & Beijing Film Studio (1)","Acting","Acting (4) & 剧务主任 (1)",1950,"Northeast","False",43.7858410192987,125.19487959082107
402,"邱生田","Northeast","Northeast Film Studio (2)","Acting","Acting (2)",1950,"Northeast","False",44.34922626596673,125.31697261479196
403,"赵滋民","Northeast","Northeast Film Studio (6) & Changchun Film Studio (3) & Xi'an Film Studio (3)","Acting","Acting (12)",1950,"Northeast","False",44.56568101113578,126.04179614424268
404,"郑芳","Northeast","Northeast Film Studio (2)","Acting","Acting (2)",1950,"Northeast","False",43.63836573410864,124.78680213187216
405,"白永绥","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",44.21011546084067,125.07573839107962
406,"高钧","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",43.32391798952317,124.50658518031393
407,"吴蔚云","Shanghai (state)","Northeast Film Studio (4) & Beijing Film Studio (3) & Shanghai Film Studio (1) & Tianma Film Studio (2) & Haiyan Film Studio (2) & Hong Kong Changhong Film Company (1) & Kunlun Film Company (1)","摄影指导","摄影指导 (5) & 总摄影师 (1) & 总摄影 (2) & 摄影 (4) & 技术顾问 (1)",1949,"Shanghai (private)","True",31.150328983312114,122.0667837035278
408,"秦威","Beijing","Northeast Film Studio (1) & Beijing Film Studio (21) & Central Newsreel and Documentary Film Studio (3) & Hong Kong Dapeng Film Company (1) & Hong Kong Fanhua Film Company (2) & Changchun Film Studio (1)","美术","布景设计 (5) & 美工设计 (1) & 美工 (7) & 美术设计 (1) & 美术 (11) & 美术指导 (1)",1950,"Beijing","False",39.020187290191494,116.14810118434504
409,"阙敬修","Northeast","Northeast Film Studio (3) & Changchun Film Studio (14)","录音","录音 (17)",1950,"Northeast","False",44.63518710135979,124.66382930777431
410,"李树林","Northeast","Northeast Film Studio (5) & Changchun Film Studio (1)","照明","照明 (6)",1950,"Northeast","False",43.934050566001154,126.00879329476646
411,"田谦","Northeast","Northeast Film Studio (3)","特技","特技 (2) & 模型 (1)",1950,"Northeast","False",44.11330591276276,125.72606021979193
412,"贺靖","Northeast","Northeast Film Studio (5)","特技摄影","特技摄影 (4) & 摄影指导 (1)",1950,"Northeast","False",43.318539217785016,124.49053216441737
413,"刘朝元","Northeast","Northeast Film Studio (5) & Changchun Film Studio (2)","置景","置景 (7)",1950,"Northeast","False",44.09963034890617,125.38789247492876
414,"张翚","Northeast","Northeast Film Studio (1) & Changchun Film Studio (6) & Wenhua Film Company (1)","摄影","摄影助理 (1) & 摄影 (6) & Acting (1)",1949,"Shanghai (private)","True",44.204735514201936,125.67060052205441
415,"沙原","Northeast","Northeast Film Studio (5)","录音","音响 (1) & 录音 (4)",1950,"Northeast","False",44.56671468696727,126.06749588040864
416,"陈致远","Northeast","Northeast Film Studio (4) & Changchun Film Studio (6)","剧务主任","场记 (1) & 场务 (1) & 剧务组长 (1) & 剧务主任 (7)",1950,"Northeast","False",42.84865402206405,125.76954210804779
417,"许金元","Northeast","Northeast Film Studio (2)","场务","场务 (2)",1950,"Northeast","False",44.087077755158916,124.44410366060437
418,"马延芳","Northeast","Northeast Film Studio (2)","道具","道具 (2)",1950,"Northeast","False",43.56440639151105,125.87967031118811
419,"王冷","Northeast","Northeast Film Studio (2)","服装","服装 (2)",1950,"Northeast","False",43.01128280848503,125.41531880999173
420,"李秉申","Shanghai (state)","Northeast Film Studio (5) & Changchun Film Studio (1) & Shanghai Film Studio (11) & Tianma Film Studio (1)","指挥","指挥 (18)",1950,"Northeast","False",31.735276356084576,121.6289866066795
421,"孙谦","Northeast","Northeast Film Studio (3) & Shanghai Film Studio (2) & Beijing Film Studio (2) & Changchun Film Studio (2) & Haiyan Film Studio (1) & August First Film Studio (1)","Scriptwriter","Scriptwriter (11)",1950,"Shanghai (state) / Northeast","False",43.168769572714545,125.1905309830193
422,"李晓功","Northeast","Northeast Film Studio (5) & Changchun Film Studio (4)","Acting","Acting (9)",1950,"Northeast","False",44.07235968796374,124.9610107104013
423,"萧伶","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",44.57294604963823,124.7348598468604
424,"毕恒三","Northeast","Northeast Film Studio (2)","Acting","Acting (2)",1950,"Northeast","False",44.24315178564084,124.43707844916138
425,"羽奇","Northeast","Northeast Film Studio (2)","Acting","Acting (2)",1950,"Northeast","False",44.25462358201122,125.2487452638861
426,"吴淑琴","Northeast","Northeast Film Studio (2)","Acting","Acting (2)",1950,"Northeast","False",43.20989445921533,125.56401543920643
427,"阎德奎","Northeast","Northeast Film Studio (1)","摄影","摄影 (1)",1950,"Northeast","False",43.05295814050588,124.40150638931291
428,"塞克","Northeast","Northeast Film Studio (2)","作词","作词 (2)",1950,"Northeast","False",44.1118203966353,126.22154923604432
429,"石玉昆","Northeast","Northeast Film Studio (2)","音响","音响 (2)",1950,"Northeast","False",42.96063842328437,125.63289595144332
430,"单亦更","Northeast","Northeast Film Studio (6)","置景","置景 (5) & 制景 (1)",1950,"Northeast","False",42.86786318316629,124.48517394562923
431,"刘晶颖","Northeast","Northeast Film Studio (2)","服装","服装 (2)",1950,"Northeast","False",44.45014007207607,124.99487857411275
432,"杨静","Beijing","Northeast Film Studio (2) & Beijing Film Studio (6) & August First Film Studio (2)","Acting","Acting (10)",1950,"Northeast","False",38.97912783774435,115.6162361352847
433,"车毅","Northeast","Northeast Film Studio (4) & Beijing Film Studio (1) & Haiyan Film Studio (1) & August First Film Studio (1) & Changchun Film Studio (1)","Acting","Acting (8)",1950,"Northeast","False",44.100441977667685,124.72656541737426
434,"潘德民","Northeast","Northeast Film Studio (3) & Changchun Film Studio (6)","Acting","Acting (9)",1950,"Northeast","False",43.66344591520965,124.87176284489645
435,"孙晓雯","Northeast","Northeast Film Studio (2)","Acting","Acting (2)",1950,"Northeast","False",43.798681054134164,126.0384399543556
436,"凌元","Beijing","Northeast Film Studio (4) & Beijing Film Studio (8) & Changchun Film Studio (2) & August First Film Studio (2) & Tianjin Film Studio (1)","Acting","Acting (16)",1950,"Northeast","False",40.162866130392516,115.68130607504536
437,"巴立华","Northeast","Northeast Film Studio (3) & Changchun Film Studio (1) & Beijing Film Studio (3)","Acting","Acting (7)",1950,"Northeast","False",43.80879771991033,125.4277141412336
438,"王惠民","Shanghai (state)","Northeast Film Studio (3) & Shanghai Film Studio (1) & Haiyan Film Studio (3)","Acting","Acting (4) & 录音 (3)",1950,"Northeast","False",31.63336098680943,122.40193132211542
439,"刘学芝","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",43.07930377096122,125.25485520896456
440,"贺汝瑜","Northeast","Northeast Film Studio (3) & Beijing Film Studio (2) & Changchun Film Studio (7)","Acting","Acting (12)",1950,"Northeast","False",43.2157568835217,126.31353051120142
441,"曹竹林","Northeast","Northeast Film Studio (1) & Changchun Film Studio (2)","Acting | 制片 | 剧务主任","Acting (1) & 剧务主任 (1) & 制片 (1)",1950,"Northeast","False",43.30488224085347,126.2820291842436
442,"王慧娟","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",43.535523979651266,124.33579317834123
443,"刘玉蕴","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",44.46160643635605,125.40740745331327
444,"聂晶","Beijing","Northeast Film Studio (2) & Beijing Film Studio (14) & Changchun Film Studio (4) & Hong Kong Dapeng Film Company (1) & Xi'an Film Studio (1)","摄影","摄影 (20)",1950,"Northeast","False",40.390789617697074,116.40322269271259
445,"徐徐","Northeast","Northeast Film Studio (3) & Haiyan Film Studio (1)","作曲","作曲 (4)",1950,"Northeast","False",44.80314479087563,125.92498845117946
446,"林农","Northeast","Northeast Film Studio (4) & Shanghai Film Studio (2) & Changchun Film Studio (8) & Tianma Film Studio (1)","Director","副导演 (4) & Acting (4) & Director (9) & Scriptwriter (2)",1950,"Northeast","False",43.09436811576572,125.03493746182018
447,"邵云祥","Northeast","Northeast Film Studio (4)","置景","置景 (4)",1950,"Northeast","False",43.6353939185264,126.29778763852065
448,"郭甲东","Northeast","Northeast Film Studio (5) & Changchun Film Studio (8)","特技摄影","特技 (5) & 特技摄影 (8)",1950,"Northeast","False",43.86792698667,124.69645004092831
449,"李世佳","Northeast","Northeast Film Studio (2)","音响","音响 (2)",1950,"Northeast","False",44.57956327924593,124.65295330611846
450,"赵威","Northeast","Northeast Film Studio (1)","场记","场记 (1)",1950,"Northeast","False",43.8186380789874,125.64217073633455
451,"刘玉河","Northeast","Northeast Film Studio (2) & Changchun Film Studio (3) & Hong Kong Fanhua Film Company (1)","剧务 | 剧务主任","剧务 (2) & 剧务主任 (2) & 场记 (1)",1950,"Northeast","False",44.48881077908918,125.99056847480655
452,"王秀英","Xi'an","Northeast Film Studio (1) & Xi'an Film Studio (3)","服装","服装 (3) & Acting (1)",1950,"Northeast","False",34.66179050991055,108.12133441535377
453,"吴祖光","Beijing","Northeast Film Studio (1) & Beijing Film Studio (4) & Changchun Film Studio (1)","Director","Director (5) & Scriptwriter (3)",1950,"Northeast","False",40.78930759549648,116.52740202587104
454,"吕恩","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",43.52847006542381,124.62030350958244
455,"章薇","Northeast","Northeast Film Studio (2) & Changchun Film Studio (8)","Acting","Acting (10)",1950,"Northeast","False",42.8910886904405,125.8346755899697
456,"东方","Beijing / Northeast","Northeast Film Studio (2) & Beijing Film Studio (2) & Xi'an Film Studio (1)","Acting | 副导演","副导演 (2) & Acting (2) & Scriptwriter (1) & Director (1)",1950,"Northeast","False",-0.19326191731077413,-0.5695475799927878
457,"葛宝林","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",43.42622368937474,125.24601640354895
458,"常虹","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1950,"Northeast","False",43.02217051043068,125.9431925175121
459,"毕联录","Northeast","Northeast Film Studio (2) & Shanghai Film Studio (1)","Acting","Acting (3)",1950,"Northeast","False",43.837720256171494,124.3521678666386
460,"阎宝玉","Northeast","Northeast Film Studio (2)","Acting | 场务","Acting (1) & 场务 (1)",1950,"Northeast","False",43.97614683251697,126.29614856759983
461,"熊塞声","Beijing / Northeast","Northeast Film Studio (3) & Beijing Film Studio (5) & Changchun Film Studio (2)","Acting","Acting (10)",1950,"Northeast","False",0.9681508997137476,0.5371345672337917
462,"郝伟光","Northeast","Northeast Film Studio (6) & Changchun Film Studio (5)","剧务主任","剧务 (4) & Acting (1) & 场务 (1) & 剧务主任 (5) & 制片主任 (1)",1950,"Northeast","False",43.41630573842474,124.4350527137479
463,"赵酒如","Northeast","Northeast Film Studio (2)","Acting","Acting (2)",1950,"Northeast","False",44.71587242894746,125.5646403697113
464,"李万城","Northeast","Northeast Film Studio (5) & Changchun Film Studio (14)","Acting","Acting (19)",1950,"Northeast","False",44.599313080261496,125.84737335136063
465,"吕万莹","Northeast","Northeast Film Studio (2)","Acting","Acting (2) & 剧务 (1)",1950,"Northeast","False",44.34088425514779,126.23008165564877
466,"顾少伯","Northeast","Northeast Film Studio (2)","Acting","Acting (2)",1950,"Northeast","False",43.87751562378052,125.05325007888196
467,"汪滔","Northeast","Northeast Film Studio (3) & Shanghai Film Studio (1) & Changchun Film Studio (9) & Moscow Film Studio (1)","布景设计 | 美术设计","布景设计 (4) & 美术设计 (4) & 美术 (3) & 美工 (2)",1950,"Northeast","False",43.94785150582314,125.82756137550152
468,"李曦","Northeast","Northeast Film Studio (3) & Changchun Film Studio (3)","作曲","作曲 (6)",1950,"Northeast","False",43.77918230419674,124.82345944406912
469,"林秉成","Northeast","Northeast Film Studio (5) & Changchun Film Studio (12) & Emei Film Studio (1) & 雷电影业公司 (1)","录音","录音 (18)",1950,"Northeast","False",44.65959535459806,124.45909163931464
470,"杨明文","Northeast","Northeast Film Studio (2)","音响","音响 (2)",1950,"Northeast","False",43.378862898194726,125.55988863683284
471,"王颖","Northeast","Northeast Film Studio (2)","场记","场记 (2)",1950,"Northeast","False",44.77043246327762,125.74285683950063
472,"陈国栋","Northeast","Northeast Film Studio (3) & Changchun Film Studio (2)","道具","道具 (4) & 摄影助理 (1)",1950,"Northeast","False",43.799721446448615,125.3898476419841
473,"聂世祥","Northeast","Northeast Film Studio (2) & Changchun Film Studio (1)","道具","道具 (3)",1950,"Northeast","False",44.46332314812486,124.38733215260976
474,"孙羽","Northeast","Northeast Film Studio (1) & Shanghai Film Studio (1) & Changchun Film Studio (10)","Acting","Acting (12)",1950,"Northeast","False",44.61353150568906,124.52750391063212
475,"张锡奇","Northeast","Northeast Film Studio (3) & Beijing Film Studio (1) & Anhui Film Studio (1)","Acting","Acting (4)",1950,"Northeast","False",44.40786495466863,126.2200541868023
476,"徐连凯","Northeast","Northeast Film Studio (6) & Changchun Film Studio (7)","Acting","Acting (13)",1950,"Northeast","False",43.890346117367336,126.02017584773768
477,"胡朋","Beijing","Northeast Film Studio (3) & Beijing Film Studio (2) & Haiyan Film Studio (1) & August First Film Studio (3)","Acting","Acting (9)",1950,"Northeast","False",40.095948479390536,117.11574575932589
478,"王枫","Northeast","Northeast Film Studio (4) & Changchun Film Studio (9) & Xi'an Film Studio (1) & Hong Kong Fanhua Film Company (1)","Acting","Acting (9) & 副导演 (4) & 助理导演 (1)",1950,"Northeast","False",44.69868592375698,125.12417538527644
479,"张克","Northeast","Northeast Film Studio (2)","Acting","Acting (2)",1950,"Northeast","False",43.39636865788389,126.25629824055875
480,"赵万德","Beijing","Northeast Film Studio (4) & Beijing Film Studio (6) & Tianjin Film Studio (1)","Acting","Acting (10)",1950,"Northeast","False",40.056615111795196,116.32814296320213
481,"张越","Northeast","Northeast Film Studio (2)","Acting","Acting (2)",1950,"Northeast","False",43.67186339740526,125.72221866777349
482,"李林","Beijing","Northeast Film Studio (3) & Beijing Film Studio (7) & Changchun Film Studio (5) & August First Film Studio (6) & Xi'an Film Studio (1) & Xinjiang Film Studio (1)","Acting","Acting (16) & 录音 (6)",1950,"Northeast","False",39.89050403226159,116.70717025470961
483,"刘影","Northeast","Northeast Film Studio (3) & Beijing Film Studio (1)","Acting","Acting (4)",1950,"Northeast","False",44.31793031079026,124.50555178346282
484,"贺高英","Northeast","Northeast Film Studio (2) & Changchun Film Studio (1)","Acting","Acting (2) & 副导演 (1)",1950,"Northeast","False",44.55860504607987,124.78146091189329
485,"袁思达","Northeast","Northeast Film Studio (2) & Changchun Film Studio (1) & Beijing Film Studio (1)","Acting","Acting (4)",1950,"Northeast","False",43.27434890508482,126.24599086937097
486,"陈翔","Northeast","Northeast Film Studio (1) & Changchun Film Studio (3)","Acting","Acting (4)",1950,"Northeast","False",43.32579635756091,126.08383112488
487,"王春泉","Northeast","Northeast Film Studio (5) & Changchun Film Studio (11) & Emei Film Studio (1)","摄影","摄影 (16)",1950,"Northeast","False",43.701215196764416,125.20729310568892
488,"卢淦","Northeast","Northeast Film Studio (4) & Changchun Film Studio (6)","布景设计 | 美术","布景设计 (4) & 美术 (4) & 美术设计 (1) & 美工 (1)",1950,"Northeast","False",44.771977038063824,125.75300611057483
489,"张国昌","Northeast","Northeast Film Studio (5) & Changchun Film Studio (1)","作曲","作曲 (6)",1950,"Northeast","False",44.1234731506703,125.82821968534716
490,"陈述希","Northeast","Northeast Film Studio (2)","剧务 | 剧务主任","剧务 (1) & 剧务主任 (1)",1950,"Northeast","False",43.77522369232242,125.14482038207204
491,"李云明","Northeast","Northeast Film Studio (2)","置景","置景 (2)",1950,"Northeast","False",43.34740504537658,125.5450232280022
492,"崔仁杰","Northeast","Northeast Film Studio (4)","音响","音响 (3) & 剪接 (1)",1950,"Northeast","False",44.7275485518241,126.17148457820261
493,"金云鹏","Northeast","Northeast Film Studio (1)","道具","道具 (1)",1950,"Northeast","False",44.30832246294011,125.26200847521858
494,"赵永顺","Northeast","Northeast Film Studio (2)","道具","道具 (2)",1950,"Northeast","False",42.95392590360196,125.3820332279043
495,"项玉环","Northeast","Northeast Film Studio (2)","服装","服装 (2)",1950,"Northeast","False",43.83877545323784,126.00489501935837
496,"浦克","Northeast","Northeast Film Studio (5) & Beijing Film Studio (2) & Shanghai Film Studio (1) & Changchun Film Studio (20) & Moscow Film Studio (1)","Acting","Acting (28)",1950,"Northeast","False",43.29918237409681,124.39992148033323
497,"张福林","Northeast","Northeast Film Studio (3)","Acting","Acting (3)",1950,"Northeast","False",44.23917814523512,125.01241447352508
