王逸,Northeast,Changchun Film Studio (1)
石鲁,Northeast,Changchun Film Studio (1)
白德彰,Northeast,Changchun Film Studio (1)
梁音,Northeast,Changchun Film Studio (2)
霍德集,Northeast,Changchun Film Studio (1)
郭振清,Northeast,Changchun Film Studio (1)
邱祁,Northeast,Changchun Film Studio (1)
杨培松,Northeast,Changchun Film Studio (1)
刘振中,Northeast,Changchun Film Studio (1)
吴必克,Northeast,Changchun Film Studio (3)
孙羽,Northeast,Changchun Film Studio (2)
宋保义,Northeast,Changchun Film Studio (2)
金焰,Northeast,Changchun Film Studio (1)
林汝为,Northeast,Changchun Film Studio (1)
孙敖,Northeast,Changchun Film Studio (1)
刘宝德,Northeast,Changchun Film Studio (2)
安震江,Northeast,Changchun Film Studio (2)
包杰,Northeast,Changchun Film Studio (3)
王桂枝,Northeast,Changchun Film Studio (3)
徐辉才,Northeast,Changchun Film Studio (1)
林秉成,Northeast,Changchun Film Studio (3)
雷铿,Northeast,Changchun Film Studio (1)
郝伟光,Northeast,Changchun Film Studio (3)
宋国毅,Northeast,Changchun Film Studio (3)
梁树魁,Northeast,Changchun Film Studio (1)
马琳,Northeast,Changchun Film Studio (7)
朱文顺,Northeast,Changchun Film Studio (2)
赵明,Shanghai (state) / Northeast,Changchun Film Studio (1) & Jiangnan Film Studio (1)
王心刚,Northeast,Changchun Film Studio (2)
浦克,Northeast,Changchun Film Studio (2)
车轩,Northeast,Changchun Film Studio (2)
陈汝斌,Northeast,Changchun Film Studio (2)
郑晓君,Northeast,Changchun Film Studio (1)
柏瑞桐,Northeast,Changchun Film Studio (2)
王金荣,Northeast,Changchun Film Studio (2)
王阿美,Northeast,Changchun Film Studio (1)
朱晴,Northeast,Changchun Film Studio (1)
白玫,Northeast,Changchun Film Studio (3)
高平,Northeast,Changchun Film Studio (3)
王景芳,Northeast,Changchun Film Studio (2)
任颐,Northeast,Changchun Film Studio (2)
黄世光,Northeast,Changchun Film Studio (1)
李亚林,Northeast,Changchun Film Studio (3)
夏佩杰,Northeast,Changchun Film Studio (3)
吴宁,Northeast,Changchun Film Studio (1)
全如玢,Northeast,Changchun Film Studio (2)
广道,Northeast,Changchun Film Studio (2)
王玉如,Northeast,Changchun Film Studio (2)
蔡光,Northeast,Changchun Film Studio (2)
吕班,Northeast,Changchun Film Studio (1)
罗泰,Northeast,Changchun Film Studio (1)
方化,Northeast,Changchun Film Studio (1)
陈衷,Northeast,Changchun Film Studio (1)
张勤珍,Northeast,Changchun Film Studio (1)
严皇,Northeast,Changchun Film Studio (1)
马玉玲,Northeast,Changchun Film Studio (1)
蓝兰,Northeast,Changchun Film Studio (1)
卢敏,Northeast,Changchun Film Studio (1)
苏曼惹,Northeast,Changchun Film Studio (1)
宁嘉萍,Northeast,Changchun Film Studio (1)
武豫梅,Northeast,Changchun Film Studio (1)
阎杰,Northeast,Changchun Film Studio (1)
杜凤侠,Northeast,Changchun Film Studio (1)
张犟,Northeast,Changchun Film Studio (1)
张禹田,Northeast,Changchun Film Studio (2)
敬然,Northeast,Changchun Film Studio (1)
徐渭,Northeast,Changchun Film Studio (1)
张剑平,Northeast,Changchun Film Studio (1)
花荪,Northeast,Changchun Film Studio (1)
林杉,Northeast,Changchun Film Studio (1)
