Id,Label,GeoCategory,Affilations,Main Role,All Roles
22,"任伟民","Northeast","Changchun Film Studio (4) & Inner Mongolia Film Studio (1)","Acting","Acting (4)"
23,"杨洗","Northeast","Changchun Film Studio (3)","Acting","Acting (3)"
24,"刘儒","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
25,"马洛","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
26,"苏政","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
27,"杨丛","Northeast","Changchun Film Studio (1)","摄影","摄影 (1)"
28,"纪自强","Northeast","Changchun Film Studio (1)","美术","美术 (1)"
29,"王博","Northeast","Changchun Film Studio (1)","作曲","作曲 (1)"
30,"李振铎","Beijing / Northeast","Changchun Film Studio (1) & Beijing Film Studio (1)","录音","录音 (2)"
31,"李克武","Northeast","Changchun Film Studio (7) & Inner Mongolia Film Studio (1) & Xi'an Film Studio (1)","指挥","指挥 (8)"
32,"王炎","Northeast","Changchun Film Studio (2)","Director","Director (2) & Scriptwriter (1)"
33,"邢德润","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
34,"范酒仲","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
35,"白英宽","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
36,"阿炎","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
37,"王春英","Northeast","Changchun Film Studio (4)","Acting","Acting (4)"
38,"马明","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
39,"王健华","Northeast","Changchun Film Studio (2) & Inner Mongolia Film Studio (1)","Acting","Acting (2)"
40,"蓝馥心","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
41,"任顾","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
42,"赵宝华","Northeast","Changchun Film Studio (5) & Harbin Film Studio (1)","Acting","Acting (5)"
43,"张桂兰","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
44,"李广发","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
45,"王岫琴","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
46,"马陋夫","Northeast","Changchun Film Studio (3) & Inner Mongolia Film Studio (1)","Acting","Acting (3)"
47,"尹志","Northeast","Changchun Film Studio (1)","摄影","摄影 (1)"
48,"李凡","Northeast","Changchun Film Studio (1)","美术","美术 (1)"
49,"李季达","Northeast","Changchun Film Studio (1)","音乐","音乐 (1)"
50,"高鸿亮","Northeast","Changchun Film Studio (1)","音乐","音乐 (1)"
51,"王非","Northeast","Changchun Film Studio (3) & Harbin Film Studio (1)","录音","录音 (3)"
52,"苏里","Northeast","Changchun Film Studio (1)","Director","Director (1)"
53,"马烽","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
54,"李亚林","Northeast","Changchun Film Studio (3)","Acting","Acting (3)"
55,"金迪","Northeast","Changchun Film Studio (2) & Harbin Film Studio (1)","Acting","Acting (2)"
56,"刘增庆","Northeast","Changchun Film Studio (3) & Harbin Film Studio (1)","Acting","Acting (3)"
57,"李希达","Northeast","Changchun Film Studio (3)","Acting","Acting (3)"
58,"李铁峰","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
59,"李晓功","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
60,"孟宪英","Northeast","Changchun Film Studio (2) & Harbin Film Studio (1)","Acting","Acting (2)"
61,"梁音","Northeast","Changchun Film Studio (5) & Harbin Film Studio (1)","Acting","Acting (5)"
62,"孙羽","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
63,"张延","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
64,"马鼎","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
65,"王建华","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
66,"刘宝德","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
67,"郭镇铤","Northeast","Changchun Film Studio (2)","摄影","摄影 (2)"
68,"张棣昌","Northeast","Changchun Film Studio (3)","作曲","作曲 (3)"
69,"蔡光","Northeast","Changchun Film Studio (3) & Inner Mongolia Film Studio (1)","特技设计","特技设计 (3)"
70,"董萍","Northeast","Changchun Film Studio (3)","美术设计 | Acting | 美工","美术设计 (1) & Acting (1) & 美工 (1)"
71,"姜峻峰","Northeast","Changchun Film Studio (2)","录音","录音 (2)"
72,"郭甲东","Northeast","Changchun Film Studio (2)","特技摄影","特技摄影 (2)"
73,"张辛实","Northeast","Changchun Film Studio (2)","Director","Director (2)"
74,"梅定","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
75,"马天庆","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
76,"刘韧","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
77,"蔺娜","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
78,"田烈","Northeast","Changchun Film Studio (4)","Acting","Acting (4)"
79,"郑晓君","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
80,"侯健夫","Northeast","Changchun Film Studio (4)","Acting","Acting (4)"
81,"耿在春","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
82,"姚颖","Northeast","Changchun Film Studio (4) & Harbin Film Studio (1)","Acting","Acting (4)"
83,"李应举","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
84,"栗宝善","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
85,"李春","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
86,"韩焱","Beijing","Changchun Film Studio (1) & Beijing Film Studio (3)","Acting","Acting (4)"
87,"车轩","Northeast","Changchun Film Studio (3)","Acting","Acting (3)"
88,"朱子洗","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
89,"钟灵","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
90,"徐世芳","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
91,"贺汝瑜","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
92,"陈民魂","Northeast","Changchun Film Studio (2) & Inner Mongolia Film Studio (1)","摄影","摄影 (2)"
93,"雷振邦","Northeast","Changchun Film Studio (4) & Harbin Film Studio (1)","作曲","作曲 (4)"
94,"罗克功","Northeast","Changchun Film Studio (1)","作曲","作曲 (1)"
95,"曾嘉琦","Northeast","Changchun Film Studio (1)","顾问","顾问 (1)"
96,"王岚","Northeast","Changchun Film Studio (3)","副导演","副导演 (2) & Director (1)"
97,"刘学尧","Northeast","Changchun Film Studio (3) & Inner Mongolia Film Studio (1)","美术","美术 (2) & 美术设计 (1)"
98,"黄力加","Northeast","Changchun Film Studio (3) & Inner Mongolia Film Studio (1)","录音","录音 (3)"
99,"于彦夫","Northeast","Changchun Film Studio (1) & Harbin Film Studio (1)","Director","Director (1)"
100,"丛深","Northeast","Changchun Film Studio (1) & Harbin Film Studio (1)","Scriptwriter","Scriptwriter (1)"
101,"黄玲","Northeast","Changchun Film Studio (1) & Harbin Film Studio (1)","Acting","Acting (1)"
102,"苏剑峰","Northeast","Changchun Film Studio (1) & Harbin Film Studio (1)","Acting","Acting (1)"
103,"叶琳琅","Northeast","Changchun Film Studio (3) & Harbin Film Studio (1)","Acting","Acting (3)"
104,"李淑凤","Northeast","Changchun Film Studio (1) & Harbin Film Studio (1)","Acting","Acting (1)"
105,"董润泉","Northeast","Changchun Film Studio (2) & Harbin Film Studio (1)","Acting","Acting (2)"
106,"王彬彬","Northeast","Changchun Film Studio (1) & Harbin Film Studio (1)","Acting","Acting (1)"
107,"马燕生","Northeast","Changchun Film Studio (1) & Harbin Film Studio (1)","Acting","Acting (1)"
108,"吴国疆","Northeast","Changchun Film Studio (1) & Harbin Film Studio (1)","摄影","摄影 (1)"
109,"王兴文","Northeast","Changchun Film Studio (1) & Harbin Film Studio (1)","美术","美术 (1)"
110,"鲍月千","Northeast","Changchun Film Studio (2) & Harbin Film Studio (1)","副导演","副导演 (2)"
111,"刘文华","Northeast","Changchun Film Studio (1) & Harbin Film Studio (1)","副导演","副导演 (1)"
112,"梁田青","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
113,"林杉","Northeast","Changchun Film Studio (2) & Moscow Film Studio (1)","Scriptwriter","Scriptwriter (2)"
114,"陈戈","Beijing / Northeast","Changchun Film Studio (1) & Beijing Film Studio (1)","Scriptwriter | Acting","Acting (1) & Scriptwriter (1)"
115,"张凤翔","Northeast","Changchun Film Studio (2)","Acting","Acting (2) & 副导演 (1)"
116,"宋雪娟","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
117,"张勤箴","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
118,"夏佩杰","Northeast","Changchun Film Studio (3)","Acting","Acting (3)"
119,"兰群","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
120,"N·库达柯夫斯基","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
121,"B·叶尔少夫","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
122,"魏立达","Beijing / Shanghai (state) / Northeast","Changchun Film Studio (1) & Beijing Film Studio (1) & Haiyan Film Studio (1)","Acting","Acting (3)"
123,"主启民","Northeast","Changchun Film Studio (1)","摄影","摄影 (1)"
124,"张普人","Northeast","Changchun Film Studio (1)","副导演","副导演 (1)"
125,"陈秉中","Northeast","Changchun Film Studio (1)","特技设计","特技设计 (1)"
126,"刘春海","Northeast","Changchun Film Studio (1)","特技摄影","特技摄影 (1)"
127,"武兆堤","Northeast","Changchun Film Studio (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
128,"房友良","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
129,"卢桂兰","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
130,"白德彰","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
131,"秦汉","Beijing / Northeast","Changchun Film Studio (1) & Beijing Film Studio (1)","Acting","Acting (2)"
132,"张巨光","Northeast","Changchun Film Studio (6) & Inner Mongolia Film Studio (1)","Acting","Acting (6)"
133,"章薇","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
134,"于中敬","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
135,"林盈","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
136,"王延盛","Northeast","Changchun Film Studio (4) & Inner Mongolia Film Studio (1)","Acting","Acting (4)"
137,"舒笑言","Northeast","Changchun Film Studio (2)","摄影","摄影 (2)"
138,"全如玢","Northeast","Changchun Film Studio (3)","作曲","作曲 (3)"
139,"乔羽","Northeast","Changchun Film Studio (1)","作词","作词 (1)"
140,"董克娜","Northeast","Changchun Film Studio (1)","副导演","副导演 (1)"
141,"王崇","Northeast","Changchun Film Studio (1)","美术","美术 (1)"
142,"申顾礼","Northeast","Changchun Film Studio (2)","录音","录音 (2)"
143,"方荧","Northeast","Changchun Film Studio (1)","Director","Director (1)"
144,"杨明","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
145,"邱云荪","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
146,"才象真","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
147,"赵吟涛","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
148,"陈少华","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
149,"周惠侬","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
150,"彭国珍","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
151,"惠瑶屏","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
152,"李廉森","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
153,"刘永臻","Northeast","Changchun Film Studio (1)","摄影","摄影 (1)"
154,"汪永康","Northeast","Changchun Film Studio (1)","美工","美工 (1)"
155,"金德","Northeast","Changchun Film Studio (1)","音乐设计","音乐设计 (1)"
156,"陈其芬","Northeast","Changchun Film Studio (1)","音乐设计","音乐设计 (1)"
157,"康瑞新","Northeast","Changchun Film Studio (1)","录音","录音 (1)"
158,"常甄华","Northeast","Changchun Film Studio (1)","副导演","副导演 (1)"
159,"碧金玉","Northeast","Changchun Film Studio (1)","唱腔设计","唱腔设计 (1)"
160,"傅贻谦","Northeast","Changchun Film Studio (1)","唱腔设计","唱腔设计 (1)"
161,"殷质太","Northeast","Changchun Film Studio (1)","唱腔设计","唱腔设计 (1)"
162,"王家乙","Northeast","Changchun Film Studio (2)","Director","Director (2) & Scriptwriter (1)"
163,"赵季康","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
164,"王公浦","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
165,"杨丽坤","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
166,"朱一锦","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
167,"孙静贞","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
168,"黄钟","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
169,"张雄","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
170,"李月娥","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
171,"黄虹","Northeast","Changchun Film Studio (1)","演唱 | Acting","演唱 (1) & Acting (1)"
172,"王苏娅","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
173,"谭尧中","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
174,"莫梓江","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
175,"阎杰","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
176,"李文伟","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
177,"杨桂珍","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
178,"赵羽青","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
179,"王春泉","Northeast","Changchun Film Studio (2)","摄影","摄影 (2)"
180,"卢淦","Northeast","Changchun Film Studio (2)","美术设计 | 美工","美术设计 (1) & 美工 (1)"
181,"史维钧","Northeast","Changchun Film Studio (2)","美术设计 | 美术","美术设计 (1) & 美术 (1)"
182,"林秉成","Northeast","Changchun Film Studio (2)","录音","录音 (2)"
183,"徐明","Northeast","Changchun Film Studio (1)","副导演","副导演 (1)"
184,"赖静","Northeast","Changchun Film Studio (1)","副导演","副导演 (1)"
185,"赵惠恒","Northeast","Changchun Film Studio (1)","剧务主任","剧务主任 (1)"
186,"李世荣","Northeast","Changchun Film Studio (1)","演唱","演唱 (1)"
187,"赵履珠","Northeast","Changchun Film Studio (1)","演唱","演唱 (1)"
188,"罗炳媛","Northeast","Changchun Film Studio (1)","演唱","演唱 (1)"
189,"李凌云","Northeast","Changchun Film Studio (1)","演唱","演唱 (1)"
190,"E·吉甘","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
191,"干学伟","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
192,"E·吉尔贝尔斯坦","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","Director","Director (1)"
193,"石联星","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","Director","Director (1)"
194,"B·柯热夫尼阔夫","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","Scriptwriter","Scriptwriter (1)"
195,"M·康特拉其耶夫","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","Acting","Acting (1)"
196,"田方","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","Acting","Acting (1)"
197,"N·季米特列耶夫","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","Acting","Acting (1)"
198,"凌之浩","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","Acting","Acting (1)"
199,"C·国吉","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","Acting","Acting (1)"
200,"拉季耶娃","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","Acting","Acting (1)"
201,"崔嵬","Beijing / Shanghai (state) / Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1) & Beijing Film Studio (1) & Haiyan Film Studio (1)","Acting","Acting (2) & Director (1)"
202,"浦克","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","Acting","Acting (1)"
203,"B·拉东斯卡娅","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","Acting","Acting (1)"
204,"马精武","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","Acting","Acting (1)"
205,"O·苏普罗其夫娜","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","Acting","Acting (1)"
206,"张辉","Northeast","Changchun Film Studio (3) & Moscow Film Studio (1)","Acting","Acting (3)"
207,"颜桐芬","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","Acting","Acting (1)"
208,"布加里","Shanghai (state) / Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1) & Haiyan Film Studio (1)","Scriptwriter | Acting","Acting (1) & Scriptwriter (1)"
209,"B·索保列夫斯基","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","Acting","Acting (1)"
210,"B·马利谢耶克","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","Acting","Acting (1)"
211,"路明","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","Acting","Acting (1)"
212,"华容奎","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","Acting","Acting (1)"
213,"李守荣","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","Acting","Acting (1)"
214,"欧克","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","Acting","Acting (1)"
215,"孙笑非","Northeast","Changchun Film Studio (2) & Moscow Film Studio (1)","Acting","Acting (2)"
216,"席与明","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","Acting","Acting (1)"
217,"王静安","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","Acting","Acting (1)"
218,"A·哥里查特","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","总摄影","总摄影 (1)"
219,"包杰","Northeast","Changchun Film Studio (2) & Moscow Film Studio (1)","摄影 | 总摄影","总摄影 (1) & 摄影 (1)"
220,"J·基谢廖夫","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","美工","美工 (1)"
221,"汪滔","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","美工","美工 (1)"
222,"H·克留柯夫","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","作曲","作曲 (1)"
223,"B·拉古金","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","录音","录音 (1)"
224,"隋锡忠","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","录音","录音 (1)"
225,"李焕之","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","录音","录音 (1)"
226,"M·莫图索夫斯基","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","作词","作词 (1)"
227,"放平","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","作词","作词 (1)"
228,"JJ·马尼拉切夫","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","特技摄影","特技摄影 (1)"
229,"王玉如","Northeast","Changchun Film Studio (3) & Moscow Film Studio (1)","特技摄影","特技摄影 (3)"
230,"M·谢苗诺夫","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","特技美术","特技美术 (1)"
231,"陶世恭","Northeast","Changchun Film Studio (3) & Moscow Film Studio (1)","特技设计","特技美术 (1) & 特技设计 (2)"
232,"K·莫斯科维娜","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","剪接","剪接 (1)"
233,"周莹箴","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","剪接","剪接 (1)"
234,"B·雅阔夫廖夫","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","化妆","化妆 (1)"
235,"毕泽普","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","化妆","化妆 (1)"
236,"B·都多洛娃","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","指挥","指挥 (1)"
237,"李德伦","Beijing","Changchun Film Studio (1) & Moscow Film Studio (1) & Beijing Film Studio (3) & August First Film Studio (5)","指挥","指挥 (9)"
238,"彭修文","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","指挥","指挥 (1)"
239,"O·卡拉耶夫","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","制片主任","制片主任 (1)"
240,"张国良","Soviet Union / Northeast","Changchun Film Studio (1) & Moscow Film Studio (1)","制片主任","制片主任 (1)"
241,"朱文顺","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Director","Director (1)"
242,"珠兰琪琪柯","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
243,"玛拉沁夫","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Scriptwriter","Scriptwriter (1)"
244,"恩和森","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
245,"朝鲁","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
246,"宝音吉尔嘎郎","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
247,"乔鹿","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
248,"柏瑞桐","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
249,"关其格","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
250,"依若呼","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
251,"李玉泽","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
252,"孟和","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
253,"陈达","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
254,"潘莹","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
255,"包金贤","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
256,"鄂长林","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
257,"格日乐","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
258,"徐迅行","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
259,"通福","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","作曲","作曲 (1)"
260,"林克","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","副导演","副导演 (1)"
261,"刘金乃","Northeast","Changchun Film Studio (3) & Inner Mongolia Film Studio (1)","美术设计 | 美工 | 美术","美术 (1) & 美术设计 (1) & 美工 (1)"
262,"刘国权","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Director","Director (1)"
263,"甘肃省话剧团集体创作-程士荣","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Scriptwriter","Scriptwriter (1)"
264,"姚运焕","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Scriptwriter","Scriptwriter (1)"
265,"汪钺","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Scriptwriter","Scriptwriter (1)"
266,"冯志鹏","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
267,"史可夫","Northeast","Changchun Film Studio (4) & Inner Mongolia Film Studio (1)","Acting","Acting (4)"
268,"王元榜","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
269,"周堃","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
270,"程小丽","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
271,"李启元","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
272,"丛雅凤","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
273,"吴毅","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
274,"周本才让","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
275,"杨小强","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
276,"黄景渊","Inner Mongolia / Northeast","Changchun Film Studio (1) & Inner Mongolia Film Studio (1)","Acting","Acting (1)"
