Id,Label,GeoCategory,Affilations,Main Role,All Roles
64,"腊东音波","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
65,"李文伟","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
66,"勒排玛瑞","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
67,"王延盛","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
68,"白英宽","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
69,"刘汉璞","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
70,"刘伯弘","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
71,"杜凤侠","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
72,"周文彬","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
73,"车轩","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
74,"王春泉","Northeast","Changchun Film Studio (1)","摄影","摄影 (1)"
75,"刘学尧","Northeast","Changchun Film Studio (1)","美术","美术 (1)"
76,"雷振邦","Northeast","Changchun Film Studio (1)","作曲","作曲 (1)"
77,"林秉成","Northeast","Changchun Film Studio (1)","录音","录音 (1)"
78,"李守仁","Northeast","Changchun Film Studio (1)","化妆","化妆 (1)"
79,"周骅","Northeast","Changchun Film Studio (1)","剪接","剪接 (1)"
80,"曹竹林","Northeast","Changchun Film Studio (1)","制片","制片 (1)"
81,"赵心水","Northeast","Changchun Film Studio (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
82,"郑福成","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
83,"卢桂兰","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
84,"隋桂凤","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
85,"卢廷兰","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
86,"陈学洁","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
87,"苏剑峰","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
88,"于仲莲","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
89,"史可夫","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
90,"黄延恩","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
91,"荣振东","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
92,"温祥林","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
93,"王春英","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
94,"张冲霄","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
95,"邵万林","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
96,"盛林中","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
97,"贺小书","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
98,"马陋夫","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
99,"王雷","Northeast","Changchun Film Studio (2)","摄影","摄影 (2)"
100,"史维钧","Northeast","Changchun Film Studio (2)","美术","美术 (2)"
101,"江巍","Northeast","Changchun Film Studio (2)","作曲","作曲 (2)"
102,"于开章","Northeast","Changchun Film Studio (2)","录音","录音 (2)"
103,"胡苏","Northeast","Changchun Film Studio (1)","歌词","歌词 (1)"
104,"蔡光","Northeast","Changchun Film Studio (1)","特技设计","特技设计 (1)"
105,"孙辉","Northeast","Changchun Film Studio (1)","摄影","摄影 (1)"
106,"赵瑞起","Northeast","Changchun Film Studio (1)","副导演","副导演 (1)"
107,"李万甫","Northeast","Changchun Film Studio (1)","制片","制片 (1)"
108,"姚品秀","Northeast","Changchun Film Studio (3)","剪接","剪接 (2) & 剪辑 (1)"
109,"史建南","Northeast","Changchun Film Studio (1)","指挥","指挥 (1)"
110,"刘国权","Northeast","Changchun Film Studio (1)","Director","Director (1)"
111,"张仲朋","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
112,"刘晓媚","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
113,"敖文彬","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
114,"李仁堂","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
115,"戚惠民","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
116,"阎本安","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
117,"张宝茹","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
118,"冯连杰","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
119,"王忠礼","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
120,"李树楠","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
121,"刘颖","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
122,"杨卉村","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
123,"沈福元","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
124,"王洪彬","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
125,"唐宝良","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
126,"潘良柱","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
127,"庞尽旺","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
128,"舒笑言","Northeast","Changchun Film Studio (1)","摄影","摄影 (1)"
129,"李俊杰","Northeast","Changchun Film Studio (1)","美术","美术 (1)"
130,"李凡","Northeast","Changchun Film Studio (1)","美术","美术 (1)"
131,"施万春","Northeast","Changchun Film Studio (1)","作曲","作曲 (1)"
132,"申顾礼","Northeast","Changchun Film Studio (1)","录音","录音 (1)"
133,"姜树森","Northeast","Changchun Film Studio (2)","副导演","副导演 (2)"
134,"李晰倩","Northeast","Changchun Film Studio (1)","特技摄影","特技摄影 (1)"
135,"刘升","Northeast","Changchun Film Studio (1)","特技设计","特技设计 (1)"
136,"周广钰","Northeast","Changchun Film Studio (1)","制片","制片 (1)"
137,"杨士雅","Northeast","Changchun Film Studio (1)","化妆","化妆 (1)"
138,"阮复山","Northeast","Changchun Film Studio (1)","剪辑","剪辑 (1)"
139,"周予","Northeast","Changchun Film Studio (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
140,"张天民","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
141,"石冼","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
142,"陈强","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
143,"任颐","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
144,"刘玉山","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
145,"白德彰","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
146,"赵淑艳","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
147,"洪堤","Northeast","Changchun Film Studio (1)","录音","录音 (1)"
148,"毕泽普","Northeast","Changchun Film Studio (1)","化妆","化妆 (1)"
149,"刘英","Northeast","Changchun Film Studio (2)","剪辑","剪辑 (2)"
150,"陈秉忠","Northeast","Changchun Film Studio (1)","特技设计","特技设计 (1)"
151,"聂世昌","Northeast","Changchun Film Studio (1)","制片","制片 (1)"
152,"蔡振亚","Northeast","Changchun Film Studio (1)","Director","Director (1)"
153,"高嘉麟","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
154,"张学敏","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
155,"吴晓琳","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
156,"王幼童","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
157,"阎涤华","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
158,"方为策","Northeast","Changchun Film Studio (1)","摄影","摄影 (1)"
159,"董萍","Northeast","Changchun Film Studio (1)","美工","美工 (1)"
160,"葛绥之","Northeast","Changchun Film Studio (1)","音乐设计","音乐设计 (1)"
161,"周乃礼","Northeast","Changchun Film Studio (1)","音乐设计","音乐设计 (1)"
162,"张振华","Northeast","Changchun Film Studio (1)","音乐设计","音乐设计 (1)"
163,"张禹田","Northeast","Changchun Film Studio (2)","音乐设计 | 音乐","音乐设计 (1) & 音乐 (1)"
164,"张剑平","Northeast","Changchun Film Studio (1)","录音","录音 (1)"
165,"张善麟","Northeast","Changchun Film Studio (1)","舞蹈设计","舞蹈设计 (1)"
166,"姚玉宝","Northeast","Changchun Film Studio (2)","化妆","化妆 (2)"
167,"周莹箴","Northeast","Changchun Film Studio (2)","剪辑","剪辑 (2)"
168,"常德荣","Northeast","Changchun Film Studio (1)","制片","制片 (1)"
169,"刘文华","Northeast","Changchun Film Studio (2)","副导演 | Director","Director (1) & 副导演 (1)"
170,"林汝为","Northeast","Changchun Film Studio (1)","Director","Director (1)"
171,"王彻","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (2)"
172,"张文奇","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
173,"刘中","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
174,"苗中一","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
175,"李小霞","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
176,"秦志平","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
177,"张桂琴","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
178,"关丽珠","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
179,"许德礼","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
180,"关长荣","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
181,"顾玉增","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
182,"张玉兰","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
183,"张翚","Northeast","Changchun Film Studio (2)","摄影","摄影 (2)"
184,"那炳晨","Northeast","Changchun Film Studio (1)","音乐","音乐 (1)"
185,"崔广林","Northeast","Changchun Film Studio (1)","音乐","音乐 (1)"
186,"王非","Northeast","Changchun Film Studio (2) & Xi'an Film Studio (1)","录音","录音 (2) & 美工 (1)"
187,"武愚","Northeast","Changchun Film Studio (2)","制片","制片 (2)"
188,"王岚","Northeast","Changchun Film Studio (1)","Director","Director (1)"
189,"李英杰","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
190,"裴青莲","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
191,"范琳","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
192,"郝淑玲","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
193,"王满喜","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
194,"郭镇铤","Northeast","Changchun Film Studio (1)","摄影","摄影 (1)"
195,"汪滔","Northeast","Changchun Film Studio (1)","美工","美工 (1)"
196,"阎冀","Northeast","Changchun Film Studio (1)","录音","录音 (1)"
197,"华克","Northeast","Changchun Film Studio (1)","副导演","副导演 (1)"
198,"胡殿国","Northeast","Changchun Film Studio (2)","制片","制片 (2)"
199,"王玢瑞","Northeast","Changchun Film Studio (2)","化妆","化妆 (2)"
200,"曾未之","Northeast","Changchun Film Studio (2)","Director","Director (2)"
201,"杨昌林","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
202,"李德芳","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
203,"叶维英","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
204,"尹大珍","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
205,"傅启文","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
206,"沈德蓉","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
207,"杨家琼","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
208,"王昌德","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
209,"李怀禄","Northeast","Changchun Film Studio (2)","摄影","摄影 (2)"
210,"吴起文","Northeast","Changchun Film Studio (2)","美工 | 美术","美工 (1) & 美术 (1)"
211,"佟宗德","Northeast","Changchun Film Studio (1)","录音","录音 (1)"
212,"李永生","Northeast","Changchun Film Studio (1)","化妆","化妆 (1)"
213,"王逸","Northeast","Changchun Film Studio (1)","Director","Director (1)"
214,"白崇岩","Northeast","Changchun Film Studio (1)","音乐编辑","音乐编辑 (1)"
215,"吴凤娇","Northeast","Changchun Film Studio (1)","剪接","剪接 (1)"
216,"于彦夫","Northeast","Changchun Film Studio (1)","Director","Director (1)"
217,"张海涛","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
218,"王长山","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
219,"金鸣森","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
220,"耿苓秋","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
221,"周杰英","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
222,"阎俊英","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
223,"邓玉峥","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
224,"冯振华","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
225,"任正春","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
226,"孙鸣昆","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
227,"胡春连","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
228,"王少英","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
229,"任益庭","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
230,"赵经义","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
231,"穆苓云","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
232,"郑福生","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
233,"王和元","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
234,"宋福寿","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
235,"李爱国","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
236,"赵文江","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
237,"司林海","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
238,"马福庆","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
239,"刘世继","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
240,"宋耀田","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
241,"杨宝罗","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
242,"杨子江","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
243,"王少甫","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
244,"叶银华","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
245,"李光惠","Northeast","Changchun Film Studio (1)","摄影","摄影 (1)"
246,"卢淦","Northeast","Changchun Film Studio (1)","美术","美术 (1)"
247,"徐荣奎","Northeast","Changchun Film Studio (1)","唱腔设计","唱腔设计 (1)"
248,"唐京乐","Northeast","Changchun Film Studio (1)","音乐设计","音乐设计 (1)"
249,"陈其芬","Northeast","Changchun Film Studio (1)","音乐设计","音乐设计 (1)"
250,"黄力加","Northeast","Changchun Film Studio (1)","录音","录音 (1)"
251,"阎骥","Northeast","Changchun Film Studio (1)","录音","录音 (1)"
252,"水华","Beijing","Beijing Film Studio (1)","Director","Director (1)"
253,"周皓","Beijing","Beijing Film Studio (1)","Scriptwriter","Scriptwriter (1)"
254,"赵丹","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
255,"于蓝","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
256,"李健","Beijing","Beijing Film Studio (3)","Acting","Acting (3)"
257,"张平","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
258,"蔡安安","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
259,"林盈","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
260,"庞学勤","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
261,"胡朋","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
262,"赵汝平","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
263,"王寅申","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
264,"方舒","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
265,"蔡松龄","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
266,"项堃","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
267,"稽启明","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
268,"杨启天","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
269,"韩焱","Beijing","Beijing Film Studio (2)","Acting","Acting (2)"
270,"李大千","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
271,"苏曼薏","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
272,"陈乐","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
273,"李壬林","Beijing","Beijing Film Studio (1) & August First Film Studio (1)","Acting","Acting (2)"
274,"法斯特·加布列拉","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
275,"朱今明","Beijing","Beijing Film Studio (2)","摄影","摄影 (2)"
276,"秦威","Beijing","Beijing Film Studio (1)","美术","美术 (1)"
277,"朱践耳","Beijing","Beijing Film Studio (1)","作曲","作曲 (1)"
278,"蔡军","Beijing","Beijing Film Studio (3)","录音","录音 (3)"
279,"张家克","Beijing","Beijing Film Studio (3)","录音","录音 (3)"
280,"赵元","Beijing","Beijing Film Studio (1)","副导演","副导演 (1)"
281,"于振羽","Beijing","Beijing Film Studio (3)","摄影","副摄影 (1) & 摄影 (2)"
282,"孙月梅","Beijing","Beijing Film Studio (2)","化妆","化妆 (2)"
283,"严尚华","Beijing","Beijing Film Studio (1)","剪辑","剪辑 (1)"
284,"朱小勤","Beijing","Beijing Film Studio (1)","剪辑","剪辑 (1)"
285,"张海山","Beijing","Beijing Film Studio (1)","照明","照明 (1)"
286,"张尔瓒","Beijing","Beijing Film Studio (1)","特技摄影","特技摄影 (1)"
287,"门玉凤","Beijing","Beijing Film Studio (1)","特技美术","特技美术 (1)"
288,"米家庆","Beijing","Beijing Film Studio (2)","特技美术","特技美术 (2)"
289,"王志敏","Beijing","Beijing Film Studio (2)","制片","制片 (2)"
290,"李德伦","Beijing","Beijing Film Studio (1) & August First Film Studio (1)","指挥","指挥 (2)"
291,"董克娜","Beijing","Beijing Film Studio (1)","Director","Director (1)"
292,"郭振明","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
293,"刘玉文","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
294,"刘彤","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
295,"陆鸿书","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
296,"郝义琴","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
297,"胡自勤","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
298,"李文化","Beijing","Beijing Film Studio (1)","摄影","摄影 (1)"
299,"晓滨","Beijing","Beijing Film Studio (2)","美术","美术 (2)"
300,"王莘","Beijing","Beijing Film Studio (1)","作曲","作曲 (1)"
301,"刘士达","Beijing","Beijing Film Studio (2)","录音","录音 (2)"
302,"王希钟","Beijing","Beijing Film Studio (1)","化妆","化妆 (1)"
303,"邵养珍","Beijing","Beijing Film Studio (2)","剪接 | 剪辑","剪辑 (1) & 剪接 (1)"
304,"赵国发","Beijing","Beijing Film Studio (1)","照明","照明 (1)"
305,"李振华","Beijing","Beijing Film Studio (1)","绘景","绘景 (1)"
306,"洛曹","Beijing","Beijing Film Studio (2)","制片","制片 (2)"
307,"李崇望","Beijing","Beijing Film Studio (2)","指挥","指挥 (2)"
308,"张铮","Beijing","Beijing Film Studio (2)","Director","Director (2)"
309,"刘厚明","Beijing","Beijing Film Studio (1)","Scriptwriter","Scriptwriter (1)"
310,"高爱生","Shanghai (state)","Beijing Film Studio (1) & Tianma Film Studio (2)","Acting","Acting (3)"
311,"邱丽莉","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
312,"陈立中","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
313,"郭书田","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
314,"黄钟","Beijing","Beijing Film Studio (2)","Acting","Acting (2)"
315,"黄非","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
316,"王尊善","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
317,"孙聪","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
318,"俞立文","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
319,"张保秋","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
320,"自铭","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
321,"程学饮","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
322,"张积年","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
323,"周婷","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
324,"徐孝先","Beijing","Beijing Film Studio (2)","摄影","摄影 (2)"
325,"杨予和","Beijing","Beijing Film Studio (3)","美工","美术 (1) & 美工 (2)"
326,"苏民","Beijing","Beijing Film Studio (1)","作曲","作曲 (1)"
327,"史大千","Beijing","Beijing Film Studio (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
328,"程汉焜","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
329,"李雨农","Beijing","Beijing Film Studio (2)","Acting","Acting (2)"
330,"程学钦","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
331,"朱玉荣","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
332,"张嫌","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
333,"罗裕荣","Beijing","Beijing Film Studio (1)","美术","美术 (1)"
334,"王燕樵","Beijing","Beijing Film Studio (1)","作曲","作曲 (1)"
335,"张万象","Beijing","Beijing Film Studio (2)","化妆","化妆 (2)"
336,"王琦珊","Beijing","Beijing Film Studio (1)","照明","照明 (1)"
337,"么文茹","Beijing","Beijing Film Studio (2)","剪辑","剪辑 (2)"
338,"冯光涛","Beijing","Beijing Film Studio (1) & August First Film Studio (1)","指挥","指挥 (2)"
339,"石一夫","Beijing","Beijing Film Studio (1)","Director","Director (1)"
340,"常耕民","Beijing","Beijing Film Studio (1)","Director","Director (1)"
341,"李准","Beijing","Beijing Film Studio (1)","Scriptwriter","Scriptwriter (1)"
342,"庞健民","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
343,"路景琪","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
344,"贾林菁","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
345,"苏政","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
346,"王善宝","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
347,"郭怡","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
348,"张云祥","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
349,"贾鹤鸣","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
350,"江化霖","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
