Id,Label,GeoCategory,Affilations,Main Role,All Roles
136,"杨珍年","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
137,"胡振和","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
138,"吕启凤","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
139,"林艺兰","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
140,"王大力","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
141,"史维钧","Northeast","Changchun Film Studio (1)","布景设计","布景设计 (1)"
142,"车明","Northeast","Changchun Film Studio (1)","作曲","作曲 (1)"
143,"纪叶","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
144,"柏瑞桐","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
145,"刘世龙","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
146,"白玫","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
147,"杨薇","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
148,"郭艺文","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
149,"江燕","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
150,"刘博","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
151,"刘儒","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
152,"崔福臣","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
153,"陈民魂","Northeast","Changchun Film Studio (2)","摄影","摄影 (2)"
154,"洪堤","Northeast","Changchun Film Studio (1)","录音","录音 (1)"
155,"黄野","Northeast","Changchun Film Studio (1)","副导演","副导演 (1)"
156,"田野","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
157,"王光如","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
158,"车轩","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
159,"张巨光","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
160,"华永庄","Northeast","Changchun Film Studio (1)","剧务主任","剧务主任 (1)"
161,"何迟","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
162,"白穆","Shanghai (state)","Changchun Film Studio (1) & Shanghai Film Studio (2)","Acting","Acting (3)"
163,"张寿卿","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
164,"马玉玲","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
165,"侯旭","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
166,"殷秀岑","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
167,"黄婉苏","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
168,"史林","Beijing / Northeast","Changchun Film Studio (1) & Beijing Film Studio (1)","Acting","Acting (2)"
169,"蒙纳","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
170,"方荧","Northeast","Changchun Film Studio (2)","副导演 | Director","Director (1) & 副导演 (1)"
171,"宋雪娟","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
172,"秦汉","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
173,"周克","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
174,"段斌","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
175,"王林","Northeast","Changchun Film Studio (1)","录音","录音 (1)"
176,"吴天","Northeast","Changchun Film Studio (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
177,"赵子岳","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
178,"周森冠","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
179,"陆贞冀","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
180,"章薇","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
181,"严皇","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
182,"任颐","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
183,"贺小书","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
184,"姚颖","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
185,"曲伟","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
186,"张井南","Northeast","Changchun Film Studio (1)","美术设计","美术设计 (1)"
187,"竞痕","Northeast","Changchun Film Studio (1)","副导演","副导演 (1)"
188,"陈紫","Northeast","Changchun Film Studio (1)","插曲作曲","插曲作曲 (1)"
189,"刘玉河","Northeast","Changchun Film Studio (1)","剧务主任","剧务主任 (1)"
190,"沙蒙","Northeast","Changchun Film Studio (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
191,"林杉","Northeast","Changchun Film Studio (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
192,"曹欣","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
193,"肖矛","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
194,"高保成","Beijing / Northeast","Changchun Film Studio (1) & August First Film Studio (1)","Acting","Acting (2)"
195,"徐林格","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
196,"张亮","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
197,"李树楷","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
198,"刘磊","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
199,"刘玉茹","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
200,"白英宽","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
201,"田烈","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
202,"张健佑","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
203,"王枫","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
204,"周达明","Northeast","Changchun Film Studio (1)","摄影","摄影 (1)"
205,"刘学尧","Northeast","Changchun Film Studio (1)","美术设计","美术设计 (1)"
206,"刘炽","Northeast","Changchun Film Studio (1)","作曲","作曲 (1)"
207,"陈文渊","Northeast","Changchun Film Studio (1)","录音","录音 (1)"
208,"赵毛臣","Northeast","Changchun Film Studio (1)","军事顾问","军事顾问 (1)"
209,"花荪","Northeast","Changchun Film Studio (1)","副导演","副导演 (1)"
210,"王玉如","Northeast","Changchun Film Studio (1)","特技摄影","特技摄影 (1)"
211,"蔡光","Northeast","Changchun Film Studio (1)","特技设计","特技设计 (1)"
212,"武愚","Northeast","Changchun Film Studio (1)","剧务主任","剧务主任 (1)"
213,"董吉琛","Northeast","Changchun Film Studio (1)","助理导演","助理导演 (1)"
214,"乔羽","Northeast","Changchun Film Studio (1)","作词","作词 (1)"
215,"郭兰英","Northeast","Changchun Film Studio (1)","独唱","独唱 (1)"
216,"陈维文","Beijing","Changchun Film Studio (1) & Beijing Film Studio (1) & August First Film Studio (2)","指挥","指挥 (4)"
217,"集体创作-李孝充","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
218,"新凤霞","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
219,"宋长文","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
220,"余绍海","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
221,"余千","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
222,"吕子英","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
223,"刘桂荣","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
224,"张秀云","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
225,"杜金玲","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
226,"张德福","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
227,"张淑琴","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
228,"赵连喜","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
229,"赵丽蓉","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
230,"新凤妹","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
231,"薛恩厚","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
232,"张殿文","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
233,"宋英杰","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
234,"张凤桐","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
235,"范冠英","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
236,"杨培","Northeast","Changchun Film Studio (1)","指挥","指挥 (1)"
237,"柳塘","Northeast","Changchun Film Studio (1)","剧务主任","剧务主任 (1)"
238,"常香玉","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
239,"吴碧波","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
240,"汤兰香","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
241,"王玉莲","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
242,"张德勋","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
243,"王云杰","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
244,"陈金榜","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
245,"霍云沛","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
246,"赵义庭","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
247,"马天德","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
248,"刘凤琴","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
249,"汪如意","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
250,"轩耀阁","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
251,"韩玉生","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
252,"姜云德","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
253,"姜宏轩","Northeast","Changchun Film Studio (1)","编曲","编曲 (1)"
254,"赵再生","Northeast","Changchun Film Studio (1)","编曲","编曲 (1)"
255,"刘金鼎","Northeast","Changchun Film Studio (1)","美工","美工 (1)"
256,"黄力加","Northeast","Changchun Film Studio (1)","录音","录音 (1)"
257,"牛景纯","Northeast","Changchun Film Studio (1)","剧务主任","剧务主任 (1)"
258,"吴祖光","Beijing","Beijing Film Studio (3)","Director","Director (3) & Scriptwriter (1)"
259,"刘连荣","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
260,"萧长华","Beijing","Beijing Film Studio (1)","Acting","Acting (2)"
261,"梅兰芳","Beijing","Beijing Film Studio (2)","Acting","Acting (3) & Scriptwriter (1)"
262,"李庆山","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
263,"姜妙香","Beijing","Beijing Film Studio (2)","Acting","Acting (2)"
264,"吴蔚云","Beijing","Beijing Film Studio (2) & Shanghai Film Studio (1)","总摄影","总摄影 (2) & 摄影 (1)"
265,"王德成","Beijing","Beijing Film Studio (2)","摄影","摄影 (2)"
266,"张沼滨","Beijing","Beijing Film Studio (3) & Central Newsreel and Documentary Film Studio (1)","摄影","摄影 (4)"
267,"韩尚义","Beijing / Shanghai (state)","Beijing Film Studio (2) & Shanghai Film Studio (2)","美工","美工 (4)"
268,"王绍曾","Beijing","Beijing Film Studio (3)","录音","录音 (3)"
269,"岑范","Beijing","Beijing Film Studio (3)","副导演","副导演 (3)"
270,"魏曼青","Beijing","Beijing Film Studio (1)","制片主任","制片主任 (1)"
271,"纪少岚","Beijing","Beijing Film Studio (3)","副制片主任","副制片主任 (3)"
272,"胡若思","Beijing","Beijing Film Studio (2)","绘景","绘景 (2)"
273,"赵新鸣","Beijing","Beijing Film Studio (2)","照明","照明 (2)"
274,"张树人","Beijing","Beijing Film Studio (2)","剪接","剪接 (2)"
275,"程砚秋","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
276,"李四广","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
277,"贾多才","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
278,"钱元通","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
279,"于世文","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
280,"胡学礼","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
281,"李少广","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
282,"苏盛贵","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
283,"李丹林","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
284,"侯喜瑞","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
285,"钱宝森","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
286,"李仲耘","Beijing","Beijing Film Studio (1)","绘景","绘景 (1)"
287,"俞翼如","Beijing","Beijing Film Studio (1)","美工","美工 (1)"
288,"张光宇","Beijing","Beijing Film Studio (1)","美术顾问","美术顾问 (1)"
289,"张正宇","Beijing","Beijing Film Studio (1)","美术顾问","美术顾问 (1)"
290,"丁聪","Beijing","Beijing Film Studio (1)","美术顾问","美术顾问 (1)"
291,"张未元","Beijing","Beijing Film Studio (1)","美术顾问","美术顾问 (1)"
292,"盛家伦","Beijing","Beijing Film Studio (1)","音乐顾问","音乐顾问 (1)"
293,"钟世章","Beijing","Beijing Film Studio (1)","序曲","序曲 (1)"
294,"桑弧","Beijing / Shanghai (state)","Beijing Film Studio (1) & Shanghai Film Studio (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
295,"夏衍","Beijing","Beijing Film Studio (1)","Scriptwriter","Scriptwriter (1)"
296,"白杨","Beijing / Shanghai (state)","Beijing Film Studio (1) & Shanghai Film Studio (1)","Acting","Acting (2)"
297,"魏鹤龄","Beijing / Shanghai (state)","Beijing Film Studio (1) & Shanghai Film Studio (1)","Acting","Acting (2)"
298,"邸力","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
299,"管宗祥","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
300,"李孟尧","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
301,"梁新","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
302,"金风","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
303,"袁思达","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
304,"车小同","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
305,"秦多","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
306,"李健","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
307,"石美芬","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
308,"蔡安安","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
309,"安然","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
310,"晋阿虎","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
311,"钱江","Beijing","Beijing Film Studio (1)","摄影","摄影 (1)"
312,"池宁","Beijing","Beijing Film Studio (1)","美术","美术 (1)"
313,"刘如曾","Beijing","Beijing Film Studio (1)","作曲","作曲 (1)"
314,"陈燕嬉","Beijing","Beijing Film Studio (1)","录音","录音 (1)"
315,"于淑昭","Beijing","Beijing Film Studio (1)","副摄影","副摄影 (1)"
316,"孙鸿魁","Beijing","Beijing Film Studio (1)","化妆","化妆 (1)"
317,"孙竦","Beijing","Beijing Film Studio (1)","服装设计","服装设计 (1)"
318,"戴浩","Beijing","Beijing Film Studio (1)","制片主任","制片主任 (1)"
319,"李秉忠","Beijing","Beijing Film Studio (1)","副制片主任","副制片主任 (1)"
320,"佐临","Shanghai (state)","Shanghai Film Studio (1)","Director","Director (1)"
321,"柯灵","Shanghai (state)","Shanghai Film Studio (1)","Scriptwriter","Scriptwriter (1)"
322,"赵丹","Shanghai (state)","Shanghai Film Studio (2)","Acting","Acting (2)"
323,"任申","Shanghai (state)","Shanghai Film Studio (2)","Acting","Acting (2)"
324,"徐明","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
325,"袁之远","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
326,"舒适","Shanghai (state)","Shanghai Film Studio (2)","Acting","Acting (2)"
327,"郑敏","Shanghai (state)","Shanghai Film Studio (4)","Acting","Acting (4)"
328,"冯笑","Shanghai (state)","Shanghai Film Studio (2)","Acting","Acting (2)"
329,"齐衡","Shanghai (state)","Shanghai Film Studio (3)","Acting","Acting (3)"
330,"秦文","Shanghai (state)","Shanghai Film Studio (2)","Acting","Acting (2)"
331,"陈述","Shanghai (state)","Shanghai Film Studio (3)","Acting","Acting (3)"
332,"许琦","Shanghai (state)","Shanghai Film Studio (2)","摄影","摄影 (2)"
333,"丁辰","Shanghai (state)","Shanghai Film Studio (2)","美工","美工 (2)"
334,"瞿希贤","Shanghai (state)","Shanghai Film Studio (1)","作曲","作曲 (1)"
335,"张福宝","Shanghai (state)","Shanghai Film Studio (2)","录音","录音 (2)"
336,"达旭","Shanghai (state)","Shanghai Film Studio (2)","化妆","化妆 (2)"
337,"俞仲英","Shanghai (state)","Shanghai Film Studio (2)","副导演 | Director","副导演 (1) & Director (1)"
