吴涛,Shanghai (state) / Shanghai (private),Datong Film Company (1) & Shanghai Film Studio (1),1949,Shanghai (private),True
夏冬,Shanghai (private),Datong Film Company (2) & Kunlun Film Company (2) & Changjiang-Kunlun Associated Film Studio (1),1949,Shanghai (private),True
钱麟童,Shanghai (private),Datong Film Company (1),1949,Shanghai (private),True
梁怨,Shanghai (private),Datong Film Company (1),1949,Shanghai (private),True
朱少泉,Shanghai (private),Datong Film Company (1) & 新中华影业公司 (1) & Da Guangming Film Company (1) & Guotai Film Company (1),1949,Shanghai (private),True
高扬,Shanghai (private),Datong Film Company (1) & Guotai Film Company (2) & August First Film Studio (1) & 新中华影业公司 (1) & 雷电影业公司 (1),1949,Shanghai (private),True
李季,Shanghai (state),Datong Film Company (1) & Shanghai Film Studio (4) & Haiyan Film Studio (1) & 嘉年影业公司 (1),1949,Shanghai (private),True
黄芳,Shanghai (private),Datong Film Company (1),1949,Shanghai (private),True
黄耐霜,Shanghai (private),Datong Film Company (2) & Kunlun Film Company (2) & Jiangnan Film Studio (1) & Haiyan Film Studio (1) & 新中华影业公司 (1) & Da Guangming Film Company (1) & Guotai Film Company (2) & 中企影艺社 (1) & 华东影片经理公司 (1),1949,Shanghai (private),True
胡德龙,Shanghai (private),Datong Film Company (1) & Wenhua Film Company (1) & Tianma Film Studio (1),1949,Shanghai (private),True
田恺,Shanghai (private),Datong Film Company (1),1949,Shanghai (private),True
肖凡,Shanghai (private),Datong Film Company (1),1949,Shanghai (private),True
吕荣康,Shanghai (private),Datong Film Company (1),1949,Shanghai (private),True
曹龄青,Shanghai (private),Datong Film Company (1),1949,Shanghai (private),True
徐剑豪,Shanghai (private),Datong Film Company (1),1949,Shanghai (private),True
尚华,Shanghai (state) / Shanghai (private),Datong Film Company (1) & Shanghai Film Studio (1),1949,Shanghai (private),True
罗从周,Shanghai (state),Datong Film Company (5) & Shanghai Film Studio (5) & Haiyan Film Studio (11) & Hong Kong Dapeng Film Company (1) & Hong Kong Jinsheng Film Company (1) & 惠昌商务有限公司 (1),1949,Shanghai (private),True
董萍,Northeast,Datong Film Company (1) & Northeast Film Studio (1) & Changchun Film Studio (10),1949,Shanghai (private),True
祁次欣,Shanghai (private),Datong Film Company (1),1949,Shanghai (private),True
袁庆余,Shanghai (state),Datong Film Company (1) & Kunlun Film Company (2) & Changjiang-Kunlun Associated Film Studio (1) & Tianma Film Studio (8) & Haiyan Film Studio (1),1949,Shanghai (private),True
姚守清,Shanghai (private),Datong Film Company (2) & 惠昌商务有限公司 (1),1949,Shanghai (private),True
谢晋,Shanghai (state),Datong Film Company (3) & Shanghai Film Studio (5) & Tianma Film Studio (7),1949,Shanghai (private),True
柳中亮,Shanghai (private),Datong Film Company (3),1949,Shanghai (private),True
张石川,Shanghai (private),Datong Film Company (4),1949,Shanghai (private),True
查祥康,Shanghai (state),Datong Film Company (2) & Shanghai Film Studio (2) & Haiyan Film Studio (1) & Tianma Film Studio (12) & Hong Kong Jinsheng Film Company (1),1949,Shanghai (private),True
刘永昌,Shanghai (private),Datong Film Company (1) & Kunlun Film Company (2),1949,Shanghai (private),True
童景文,Northeast,Datong Film Company (1) & Changchun Film Studio (19),1949,Shanghai (private),True
张曦白,Shanghai (state),Datong Film Company (2) & Shanghai Film Studio (7) & Shandong Film Studio (1) & Jiangnan Film Studio (3) & Haiyan Film Studio (8) & Anhui Film Studio (1) & Hong Kong Jinsheng Film Company (2) & Hong Kong Dapeng Film Company (2),1949,Shanghai (private),True
陈瑞和,Shanghai (private),Datong Film Company (2),1949,Shanghai (private),True
赵家树,Shanghai (private),Datong Film Company (2) & Shanghai Film Studio (1) & Da Guangming Film Company (1) & Guotai Film Company (1),1949,Shanghai (private),True
严兆德,Shanghai (private),Datong Film Company (1) & Kunlun Film Company (2) & Wenhua Film Company (2) & Changjiang-Kunlun Associated Film Studio (3) & Guotai Film Company (1) & 华东影片经理公司 (1),1949,Shanghai (private),True
杭子玉,Shanghai (private),Datong Film Company (1) & Kunlun Film Company (2) & Wenhua Film Company (2) & Changjiang-Kunlun Associated Film Studio (3) & Guotai Film Company (1) & 华东影片经理公司 (1),1949,Shanghai (private),True
陈重,Shanghai (private),Datong Film Company (3) & Kunlun Film Company (1),1949,Shanghai (private),True
何品芳,Shanghai (private),Datong Film Company (1),1949,Shanghai (private),True
金鹤良,Shanghai (private),Datong Film Company (2),1949,Shanghai (private),True
颜碧丽,Shanghai (state),Datong Film Company (4) & Shanghai Film Studio (1) & Haiyan Film Studio (8),1949,Shanghai (private),True
徐应生,Shanghai (private),Datong Film Company (1),1949,Shanghai (private),True
薛根宝,Shanghai (private),Datong Film Company (2),1949,Shanghai (private),True
郑君里,Shanghai (state),Kunlun Film Company (2) & Shanghai Film Studio (1) & Haiyan Film Studio (4),1949,Shanghai (private),True
沈浮,Shanghai (state),Kunlun Film Company (2) & Changjiang-Kunlun Associated Film Studio (1) & Shanghai Film Studio (2) & Haiyan Film Studio (5) & Tianma Film Studio (1),1949,Shanghai (private),True
王林谷,Shanghai (state) / Shanghai (private),Kunlun Film Company (2) & Shanghai Film Studio (2),1949,Shanghai (private),True
徐韬,Shanghai (state),Kunlun Film Company (1) & Shanghai Film Studio (2) & Northeast Film Studio (1) & Haiyan Film Studio (9) & Pearl River Film Studio (1),1949,Shanghai (private),True
