Id,Label,GeoCategory,Affilations,Main Role,All Roles
17,"郝庆海","Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1)","Acting","Acting (1)"
18,"于元龙","Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1)","Acting","Acting (1)"
19,"葛伟卿","Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1)","摄影","摄影 (1)"
20,"秦威","Beijing / Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1) & Beijing Film Studio (1)","美术指导 | 美术","美术指导 (1) & 美术 (1)"
21,"王桂枝","Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1)","美术","美术 (1)"
22,"康瑞新","Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1)","录音","录音 (1)"
23,"胡殿国","Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1)","剧务主任","剧务主任 (1)"
24,"若荪","Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1)","副导演","副导演 (1)"
25,"杨士雅","Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1)","化妆","化妆 (1)"
26,"王永利","Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1)","化妆","化妆 (1)"
27,"张凤山","Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1)","化妆","化妆 (1)"
28,"蒋文歧","Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1)","服装","服装 (1)"
29,"王宝昆","Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1)","服装","服装 (1)"
30,"曲学善","Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1)","道具","道具 (1)"
31,"李德贵","Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1)","道具","道具 (1)"
32,"姜克贵","Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1)","照明","照明 (1)"
33,"张德永","Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1)","置景","置景 (1)"
34,"吉国祥","Northeast","Changchun Film Studio (2) & Hong Kong Fanhua Film Company (1)","绘景","绘景 (2)"
35,"王枫","Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1)","助理导演","助理导演 (1)"
36,"刘玉河","Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1)","场记","场记 (1)"
37,"刘英","Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1)","剪接","剪接 (1)"
38,"谭世秀","Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1)","司鼓","司鼓 (1)"
39,"金瑞林","Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1)","司鼓","司鼓 (1)"
40,"李慕良","Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1)","琴师","琴师 (1)"
41,"何顺信","Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1)","琴师","琴师 (1)"
42,"汪本贞","Hong Kong / Northeast","Changchun Film Studio (1) & Hong Kong Fanhua Film Company (1)","琴师","琴师 (1)"
43,"王炎","Northeast","Changchun Film Studio (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
44,"陆柱国","Beijing","Changchun Film Studio (1) & August First Film Studio (2)","Scriptwriter","Scriptwriter (3)"
45,"中叔皇","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
46,"郭振清","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
47,"庞学勤","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
48,"孙笑非","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
49,"达奇","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
50,"王洁人","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
51,"刘世龙","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
52,"史可夫","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
53,"马陋夫","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
54,"李玉","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
55,"褚大章","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
56,"刘汉璞","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
57,"李自强","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
58,"倪长波","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
59,"宋宝国","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
60,"崔超明","Northeast","Changchun Film Studio (3) & Haiyan Film Studio (1)","Acting","Acting (4)"
61,"任颐","Northeast","Changchun Film Studio (2)","Acting","Acting (2)"
62,"苏芸","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
63,"王启民","Northeast","Changchun Film Studio (2)","摄影","摄影 (2)"
64,"汪滔","Northeast","Changchun Film Studio (1)","美术","美术 (1)"
65,"王继贤","Northeast","Changchun Film Studio (1)","美术","美术 (1)"
66,"张棣昌","Northeast","Changchun Film Studio (1)","作曲","作曲 (1)"
67,"陈文渊","Northeast","Changchun Film Studio (2)","录音","录音 (2)"
68,"张普人","Northeast","Changchun Film Studio (1)","副导演","副导演 (1)"
69,"张振瀛","Northeast","Changchun Film Studio (1)","助理导演","助理导演 (1)"
70,"武愚","Northeast","Changchun Film Studio (1)","制片","制片 (1)"
71,"王德安","Northeast","Changchun Film Studio (1)","剪接","剪接 (1)"
72,"王仕儒","Northeast","Changchun Film Studio (1)","化妆","化妆 (1)"
73,"尚德惠","Northeast","Changchun Film Studio (2)","烟火","烟火 (2)"
74,"徐占春","Northeast","Changchun Film Studio (1)","照明","照明 (1)"
75,"邵庆祥","Northeast","Changchun Film Studio (1)","置景","置景 (1)"
76,"赵惠恒","Northeast","Changchun Film Studio (1)","剧务","剧务 (1)"
77,"杨恩惠","Northeast","Changchun Film Studio (1)","场记","场记 (1)"
78,"李子栋","Northeast","Changchun Film Studio (1)","服装","服装 (1)"
79,"孙贵忠","Northeast","Changchun Film Studio (1)","道具","道具 (1)"
80,"高廷伦","Northeast","Changchun Film Studio (1)","绘景","绘景 (1)"
81,"尹升山","Northeast","Changchun Film Studio (3)","指挥","指挥 (3)"
82,"林农","Northeast","Changchun Film Studio (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
83,"白刃","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
84,"赫海泉","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
85,"张然","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
86,"李默然","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
87,"陈汝斌","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
88,"王秋颖","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
89,"王守全","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
90,"刘惠明","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
91,"白玲","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
92,"王澍","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
93,"弓弢","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
94,"白之光","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
95,"宋永堃","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
96,"张园","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
97,"任伟民","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
98,"张冲霄","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
99,"刘荣春","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
100,"刘玉山","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
101,"孟宪弟","Northeast","Changchun Film Studio (1)","摄影","摄影 (1)"
102,"王兴文","Northeast","Changchun Film Studio (1)","美术","美术 (1)"
103,"刘炽","Northeast","Changchun Film Studio (2)","作曲","作曲 (2)"
104,"荆杰","Northeast","Changchun Film Studio (1)","副导演","副导演 (1)"
105,"周莹箴","Northeast","Changchun Film Studio (3)","剪辑","剪辑 (3)"
106,"姚玉宝","Northeast","Changchun Film Studio (3)","化妆","化妆 (3)"
107,"陶世恭","Northeast","Changchun Film Studio (1)","特技美术","特技美术 (1)"
108,"刘春海","Northeast","Changchun Film Studio (1)","特技摄影","特技摄影 (1)"
109,"刘水航","Northeast","Changchun Film Studio (1)","制片","制片 (1)"
110,"武兆堤","Northeast","Changchun Film Studio (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
111,"毛烽","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
112,"田方","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
113,"周文彬","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
114,"刘尚娴","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
115,"浦克","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
116,"刘效国","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
117,"赵文瑜","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
118,"王延盛","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
119,"柏瑞桐","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
120,"王宝顺","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
121,"李万城","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
122,"赵宝华","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
123,"刘彤彦","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
124,"舒笑言","Northeast","Changchun Film Studio (1)","摄影","摄影 (1)"
125,"徐渭","Northeast","Changchun Film Studio (1)","美术","美术 (1)"
126,"王崇","Northeast","Changchun Film Studio (1)","美术","美术 (1)"
127,"黄力加","Northeast","Changchun Film Studio (1)","录音","录音 (1)"
128,"公木","Northeast","Changchun Film Studio (1)","作词","作词 (1)"
129,"孙明珠","Northeast","Changchun Film Studio (1)","制片","制片 (1)"
130,"张其","Northeast","Changchun Film Studio (1)","副导演","副导演 (1)"
131,"刘文华","Northeast","Changchun Film Studio (1)","副导演","副导演 (1)"
132,"张立棠","Northeast","Changchun Film Studio (1)","化妆","化妆 (1)"
133,"祖述志","Northeast","Changchun Film Studio (1)","剪辑","剪辑 (1)"
134,"蔡光","Northeast","Changchun Film Studio (1)","特技美术","特技美术 (1)"
135,"阎序忠","Northeast","Changchun Film Studio (1)","特技摄影","特技摄影 (1)"
136,"胡德风","Northeast","Changchun Film Studio (1)","指挥","指挥 (1)"
137,"蔡振亚","Northeast","Changchun Film Studio (2)","Director","Director (2) & Scriptwriter (1)"
138,"林曾信","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
139,"周喜本","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
140,"耿照芳","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
141,"胡兰梅","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
142,"宋又声","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
143,"侯桂先","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
144,"方为策","Northeast","Changchun Film Studio (2)","摄影","摄影 (2)"
145,"董萍","Northeast","Changchun Film Studio (2)","美术","美术 (2)"
146,"葛绥之","Northeast","Changchun Film Studio (1)","音乐设计","音乐设计 (1)"
147,"周乃礼","Northeast","Changchun Film Studio (2)","音乐设计","音乐设计 (2)"
148,"彭永福","Northeast","Changchun Film Studio (1)","音乐设计","音乐设计 (1)"
149,"张禹田","Northeast","Changchun Film Studio (2)","音乐设计","音乐设计 (2)"
150,"张剑平","Northeast","Changchun Film Studio (2)","录音","录音 (2)"
151,"高加麟","Northeast","Changchun Film Studio (1)","舞台导演","舞台导演 (1)"
152,"张建文","Northeast","Changchun Film Studio (2)","Acting | 舞台导演","舞台导演 (1) & Acting (1)"
153,"荣磊","Northeast","Changchun Film Studio (2)","副导演","副导演 (2)"
154,"常德荣","Northeast","Changchun Film Studio (2)","制片","制片 (2)"
155,"高俊英","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
156,"吴韵芳","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
157,"孙志远","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
158,"李佩君","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
159,"刘世康","Northeast","Changchun Film Studio (1)","音乐设计","音乐设计 (1)"
160,"朱义","Northeast","Changchun Film Studio (1)","舞台导演","舞台导演 (1)"
161,"马万楼","Northeast","Changchun Film Studio (1)","舞台导演","舞台导演 (1)"
162,"许振华","Northeast","Changchun Film Studio (1)","舞台导演","舞台导演 (1)"
163,"朱文顺","Northeast","Changchun Film Studio (1)","Director","Director (1)"
164,"赵明","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
165,"胡乐佩","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
166,"李亚林","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
167,"王丽君","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
168,"李希达","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
169,"马世达","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
170,"盛林中","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
171,"邵万林","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
172,"苏剑峰","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
173,"于仲莲","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
174,"于福来","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
175,"李承伟","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
176,"章薇","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
177,"郭琪","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
178,"叶琳琅","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
179,"方化","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
180,"宋德望","Canton / Northeast","Changchun Film Studio (1) & Pearl River Film Studio (1)","Acting","Acting (2)"
181,"于飞","Shanghai (state) / Northeast","Changchun Film Studio (1) & Tianma Film Studio (1)","Acting","Acting (2)"
182,"金励","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
183,"顾谦","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
184,"包杰","Northeast","Changchun Film Studio (1)","摄影","摄影 (1)"
185,"李俊杰","Northeast","Changchun Film Studio (1)","美术","美术 (1)"
186,"娄彰后","Northeast","Changchun Film Studio (1)","作曲","作曲 (1)"
187,"佟宗德","Northeast","Changchun Film Studio (1)","录音","录音 (1)"
188,"林克","Northeast","Changchun Film Studio (1)","副导演","副导演 (1)"
189,"李晰倩","Northeast","Changchun Film Studio (1)","特技摄影","特技摄影 (1)"
190,"白天民","Northeast","Changchun Film Studio (1)","特技美术","特技美术 (1)"
191,"迈新","Northeast","Changchun Film Studio (1)","化妆","化妆 (1)"
192,"丁淑贤","Northeast","Changchun Film Studio (1)","剪辑","剪辑 (1)"
193,"张敬平","Northeast","Changchun Film Studio (1)","制片","制片 (1)"
194,"陈传熙","Shanghai (state)","Changchun Film Studio (2) & Haiyan Film Studio (3) & Tianma Film Studio (1) & August First Film Studio (1)","指挥","指挥 (7)"
195,"刘国权","Northeast","Changchun Film Studio (1)","Director","Director (1)"
196,"耿耿","Northeast","Changchun Film Studio (1)","Scriptwriter","Scriptwriter (1)"
197,"张克镜","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
198,"曾绍美","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
199,"王应辅","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
200,"黎振德","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
201,"郑德倩","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
202,"董茜莉","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
203,"卢桂兰","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
204,"王执芳","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
205,"张慧君","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
206,"红冰","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
207,"常甄华","Northeast","Changchun Film Studio (1)","Acting | 副导演","副导演 (1) & Acting (1)"
208,"尹黎明","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
209,"陈小羽","Northeast","Changchun Film Studio (1)","Acting","Acting (1)"
210,"吴国疆","Northeast","Changchun Film Studio (1)","摄影","摄影 (1)"
211,"刘金乃","Northeast","Changchun Film Studio (1)","美术","美术 (1)"
212,"全如玢","Northeast","Changchun Film Studio (1)","作曲","作曲 (1)"
213,"袁明达","Northeast","Changchun Film Studio (1)","录音","录音 (1)"
214,"乔羽","Northeast","Changchun Film Studio (1)","作词","作词 (1)"
215,"牛景纯","Northeast","Changchun Film Studio (1)","制片","制片 (1)"
216,"李景文","Northeast","Changchun Film Studio (1)","化妆","化妆 (1)"
217,"杨秉坤","Northeast","Changchun Film Studio (1)","剪辑","剪辑 (1)"
218,"朱今明","Beijing","Beijing Film Studio (1)","Director","Director (1)"
219,"阿依吐拉","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
220,"崔美善","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
221,"刀美兰","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
222,"莫德格玛","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
223,"欧米加参","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
224,"左哈拉","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
225,"高洪涛","Beijing","Beijing Film Studio (1)","摄影","摄影 (1)"
226,"聂晶","Beijing","Beijing Film Studio (2) & Xi'an Film Studio (1)","摄影","摄影 (2)"
227,"吕宪昌","Beijing","Beijing Film Studio (2)","录音","录音 (2)"
228,"张家克","Beijing","Beijing Film Studio (1)","录音","录音 (1)"
229,"杨予和","Beijing","Beijing Film Studio (3)","美术","美术 (3)"
230,"叶浅予","Beijing","Beijing Film Studio (1)","绘画","绘画 (1)"
231,"杜鸣心","Beijing","Beijing Film Studio (1)","序曲","序曲 (1)"
232,"傅正义","Beijing","Beijing Film Studio (2) & Xi'an Film Studio (1)","剪辑","剪辑 (2)"
233,"张海山","Beijing","Beijing Film Studio (1)","照明","照明 (1)"
234,"赵新鸣","Beijing","Beijing Film Studio (2) & Xi'an Film Studio (1)","照明","照明 (2)"
235,"李振华","Beijing","Beijing Film Studio (1)","绘景","绘景 (1)"
236,"王峰","Beijing","Beijing Film Studio (1)","服装","服装 (1)"
237,"范青山","Beijing","Beijing Film Studio (2)","化妆","化妆 (2)"
238,"徐广南","Beijing","Beijing Film Studio (1)","化妆","化妆 (1)"
239,"刘鸿文","Beijing","Beijing Film Studio (1)","特技美术","特技美术 (1)"
240,"陈晨","Beijing","Beijing Film Studio (1)","特技摄影","特技摄影 (1)"
241,"李秉忠","Beijing","Beijing Film Studio (2)","制片","制片 (2)"
242,"谢添","Beijing","Beijing Film Studio (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
243,"陈方千","Beijing","Beijing Film Studio (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
244,"石小满","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
245,"马佳","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
246,"关维吉","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
247,"关剑青","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
248,"冷福记","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
249,"李乾元","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
250,"窦玉如","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
251,"路夷","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
252,"张跃荷","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
253,"李云鉴","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
254,"司梅竹","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
255,"张庆华","Beijing","Beijing Film Studio (1)","摄影","摄影 (1)"
256,"乔谷","Beijing","Beijing Film Studio (2)","作曲","作曲 (2)"
257,"傅英杰","Beijing","Beijing Film Studio (3)","录音","录音 (3)"
258,"朱小勤","Beijing","Beijing Film Studio (1)","剪辑","剪辑 (1)"
259,"吴国光","Beijing","Beijing Film Studio (1)","助理导演","助理导演 (1)"
260,"王琦珊","Beijing","Beijing Film Studio (1)","照明","照明 (1)"
261,"张尔瓒","Beijing","Beijing Film Studio (1)","特技摄影","特技摄影 (1)"
262,"李庆春","Beijing","Beijing Film Studio (1)","特技摄影","特技摄影 (1)"
263,"门玉凤","Beijing","Beijing Film Studio (1)","特技美术","特技美术 (1)"
264,"王志敏","Beijing","Beijing Film Studio (1)","制片","制片 (1)"
265,"周易人","Beijing","Beijing Film Studio (1)","木偶艺术指导","木偶艺术指导 (1)"
266,"刘霁","Beijing","Beijing Film Studio (1)","木偶制作","木偶制作 (1)"
267,"素万金","Beijing","Beijing Film Studio (1)","木偶制作","木偶制作 (1)"
268,"聂呈祥","Beijing","Beijing Film Studio (1)","木偶制作","木偶制作 (1)"
269,"李宝芬","Beijing","Beijing Film Studio (1)","木偶制作","木偶制作 (1)"
270,"冯光涛","Beijing","Beijing Film Studio (5) & Xi'an Film Studio (1)","指挥","指挥 (5)"
271,"任兆学","Beijing","Beijing Film Studio (1)","指挥","指挥 (1)"
272,"史大千","Beijing","Beijing Film Studio (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
273,"毕鉴昌","Beijing","Beijing Film Studio (2)","Acting","Acting (2)"
274,"李长乐","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
275,"王斑","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
276,"张璋","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
277,"张莹","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
278,"方辉","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
279,"李孟尧","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
280,"李健","Beijing","Beijing Film Studio (3)","Acting","Acting (3)"
281,"郑保民","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
282,"王善尊","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
283,"吴素琴","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
284,"葛存壮","Beijing","Beijing Film Studio (2)","Acting","Acting (2)"
285,"俞立文","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
286,"曹昌焕","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
287,"于振羽","Beijing","Beijing Film Studio (1)","摄影","摄影 (1)"
288,"徐孝先","Beijing","Beijing Film Studio (1)","摄影","摄影 (1)"
289,"张先得","Beijing","Beijing Film Studio (1)","美术","美术 (1)"
290,"苏民","Beijing","Beijing Film Studio (1)","作曲","作曲 (1)"
291,"刘士达","Beijing","Beijing Film Studio (2)","录音","录音 (2)"
292,"邵养珍","Beijing","Beijing Film Studio (1)","剪辑","剪辑 (1)"
293,"冯桂香","Beijing","Beijing Film Studio (2)","化妆","化妆 (2)"
294,"杨永纯","Beijing","Beijing Film Studio (2)","照明","照明 (2)"
295,"杜子","Beijing","Beijing Film Studio (3)","制片","制片 (3)"
296,"曹增银","Beijing","Beijing Film Studio (1)","制片","制片 (1)"
297,"亢杰","Beijing","Beijing Film Studio (1)","指挥","指挥 (1)"
298,"干学伟","Beijing","Beijing Film Studio (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
299,"石一夫","Beijing","Beijing Film Studio (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
300,"俞平","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
301,"杨建业","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
302,"赵子岳","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
303,"周婷","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
304,"郭筠","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
305,"李百万","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
306,"于绍康","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
307,"阎增和","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
308,"陈立中","Beijing","Beijing Film Studio (1) & Haiyan Film Studio (1) & August First Film Studio (1)","Acting","Acting (2)"
309,"杨静","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
310,"郭书田","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
311,"程学钦","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
312,"周森冠","Beijing","Beijing Film Studio (2)","Acting","Acting (2)"
313,"谢砚琴","Beijing","Beijing Film Studio (2)","Acting","Acting (2)"
314,"孟庆鹏","Beijing","Beijing Film Studio (1)","摄影","摄影 (1)"
315,"池宁","Beijing","Beijing Film Studio (2) & Xi'an Film Studio (1)","美术","美术 (2)"
316,"晓滨","Beijing","Beijing Film Studio (2)","美术","美术 (2)"
317,"孙月梅","Beijing","Beijing Film Studio (1)","化妆","化妆 (1)"
318,"顾德荣","Beijing","Beijing Film Studio (1)","剪辑","剪辑 (1)"
