Id,Label,GeoCategory,Affilations,Main Role,All Roles
56,"王云阶","Northeast","Northeast Film Studio (1)","作曲","作曲 (1)"
57,"隋锡忠","Northeast","Northeast Film Studio (1)","录音","录音 (1)"
58,"苏里","Northeast","Northeast Film Studio (1)","副导演","副导演 (1)"
59,"陈致远","Northeast","Northeast Film Studio (1)","剧务组长","剧务组长 (1)"
60,"王文起","Northeast","Northeast Film Studio (1)","照明","照明 (1)"
61,"单亦更","Northeast","Northeast Film Studio (1)","制景","制景 (1)"
62,"牛贵祥","Northeast","Northeast Film Studio (1)","洗印","洗印 (1)"
63,"胡集仁","Northeast","Northeast Film Studio (1)","洗印","洗印 (1)"
64,"王联","Northeast","Northeast Film Studio (1)","剪接","剪接 (1)"
65,"程志兴","Northeast","Northeast Film Studio (1)","剪接","剪接 (1)"
66,"李恩杰","Beijing","Beijing Film Studio (1)","布景设计 | Director","Director (1) & 布景设计 (1)"
67,"王光彦","Beijing","Beijing Film Studio (1)","Director","Director (1)"
68,"颜一烟","Beijing","Beijing Film Studio (1)","Scriptwriter","Scriptwriter (1)"
69,"夏幼虹","Beijing","Beijing Film Studio (1)","Scriptwriter","Scriptwriter (1)"
70,"姚向黎","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
71,"白铭","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
72,"张勤箴","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
73,"黎铿","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
74,"李景波","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
75,"封顺","Beijing","Beijing Film Studio (2)","Acting","Acting (2)"
76,"刘宗","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
77,"黄素影","Beijing","Beijing Film Studio (2)","Acting","Acting (2)"
78,"张茜","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
79,"史宽","Beijing","Beijing Film Studio (2)","Acting","Acting (2)"
80,"杨静","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
81,"韩焱","Beijing","Beijing Film Studio (2)","Acting","Acting (2)"
82,"林泱泱","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
83,"郑保明","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
84,"田烈","Beijing","Beijing Film Studio (2)","Acting","Acting (2)"
85,"浦克","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
86,"李雨农","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
87,"赵子岳","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
88,"东方","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
89,"刘锐","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
90,"高洪涛","Beijing","Beijing Film Studio (2)","摄影","摄影 (2)"
91,"钱渝","Beijing","Beijing Film Studio (1)","摄影","摄影 (1)"
92,"张振宗","Beijing","Beijing Film Studio (1)","布景设计","布景设计 (1)"
93,"李凝","Beijing","Beijing Film Studio (1)","作曲","作曲 (1)"
94,"陈燕嬉","Beijing","Beijing Film Studio (2)","录音","录音 (2)"
95,"蔡军","Beijing","Beijing Film Studio (1)","录音","录音 (1)"
96,"张海山","Beijing","Beijing Film Studio (1)","照明","照明 (1)"
97,"王瑞杰","Beijing","Beijing Film Studio (1)","剧务","剧务 (1)"
98,"肖子英","Beijing","Beijing Film Studio (2)","剧务","剧务 (2)"
99,"杨辅权","Beijing","Beijing Film Studio (1)","场务","场务 (1)"
100,"顾德荣","Beijing","Beijing Film Studio (1)","剪接","剪接 (1)"
101,"高玉璞","Beijing","Beijing Film Studio (1)","洗印","洗印 (1)"
102,"李涌","Beijing","Beijing Film Studio (1)","场记","场记 (1)"
103,"于清","Beijing","Beijing Film Studio (1)","场记","场记 (1)"
104,"张竞","Beijing","Beijing Film Studio (1)","化妆","化妆 (1)"
105,"陈维文","Beijing","Beijing Film Studio (1)","指挥","指挥 (1)"
106,"洗群","Beijing","Beijing Film Studio (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
107,"于是之","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
108,"叶子","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
109,"张伐","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
110,"于蓝","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
111,"郑榕","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
112,"刘节","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
113,"黎频","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
114,"陈世温","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
115,"牛彝","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
116,"李唐","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
117,"刘怀林","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
118,"梁新","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
119,"侯健夫","Beijing","Beijing Film Studio (1)","Acting","Acting (1)"
120,"俞翼如","Beijing","Beijing Film Studio (1)","布景设计","布景设计 (1)"
121,"苏民","Beijing","Beijing Film Studio (1)","作曲","作曲 (1)"
122,"朱践耳","Beijing","Beijing Film Studio (1)","作曲","作曲 (1)"
123,"焦菊隐","Beijing","Beijing Film Studio (1)","舞台剧改编","舞台剧改编 (1)"
124,"黄粲","Beijing","Beijing Film Studio (1)","副导演","副导演 (1)"
125,"丛硕文","Beijing","Beijing Film Studio (1)","剧务主任","剧务主任 (1)"
126,"王诚","Beijing","Beijing Film Studio (1)","剪接","剪接 (1)"
127,"丁士廉","Beijing","Beijing Film Studio (1)","洗印","洗印 (1)"
128,"李景忠","Beijing","Beijing Film Studio (1)","照明","照明 (1)"
129,"田世珍","Beijing","Beijing Film Studio (1)","布景助理","布景助理 (1)"
130,"张殿云","Beijing","Beijing Film Studio (1)","特技","特技 (1)"
131,"季良笼","Beijing","Beijing Film Studio (1)","效果","效果 (1)"
132,"孙鸿魁","Beijing","Beijing Film Studio (1)","化妆","化妆 (1)"
133,"张嘉声","Beijing","Beijing Film Studio (1)","剧务","剧务 (1)"
134,"刘月娉","Beijing","Beijing Film Studio (1)","场记","场记 (1)"
135,"曹鹏","Beijing","Beijing Film Studio (1)","指挥","指挥 (1)"
136,"成荫","Shanghai (state)","Shanghai Film Studio (1)","Director","Director (1)"
137,"汤晓丹","Shanghai (state)","Shanghai Film Studio (1)","Director","Director (1)"
138,"沈西蒙","Shanghai (state)","Shanghai Film Studio (1)","Scriptwriter","Scriptwriter (1)"
139,"沈默君","Shanghai (state)","Shanghai Film Studio (1)","Scriptwriter","Scriptwriter (1)"
140,"顾宝璋","Shanghai (state)","Shanghai Film Studio (1)","Scriptwriter","Scriptwriter (1)"
141,"陈戈","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (2)"
142,"汤化达","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
143,"王力","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
144,"潘文展","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
145,"天然","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
146,"铁牛","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
147,"强明","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
148,"王声振","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
149,"张瑞芳","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
150,"张鸿眉","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
151,"张晰","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
152,"崔玉梅","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
153,"白穆","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
154,"穆宏","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
155,"茅茸","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
156,"冯喆","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
157,"刘沛然","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
158,"王琪","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
159,"仲星火","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
160,"孙永平","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
161,"李保名","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
162,"布里加","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
163,"张庆芬","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
164,"刘兵","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
165,"安利","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
166,"项堃","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
167,"阳华","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
168,"董霖","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
169,"黄二彭","Shanghai (state)","Shanghai Film Studio (1)","Acting","Acting (1)"
170,"朱今明","Shanghai (state)","Shanghai Film Studio (1)","摄影","摄影 (1)"
171,"顾温厚","Shanghai (state)","Shanghai Film Studio (1)","摄影","摄影 (1)"
172,"韩辛","Shanghai (state)","Shanghai Film Studio (1)","美术","美术 (1)"
173,"陈波生","Shanghai (state)","Shanghai Film Studio (1)","美术","美术 (1)"
174,"葛炎","Shanghai (state)","Shanghai Film Studio (1)","作曲","作曲 (1)"
175,"苗振宇","Shanghai (state)","Shanghai Film Studio (1)","录音","录音 (1)"
176,"王晓","Shanghai (state)","Shanghai Film Studio (1)","军事顾问","军事顾问 (1)"
177,"张望","Shanghai (state)","Shanghai Film Studio (1)","副导演","副导演 (1)"
178,"王炎","Shanghai (state)","Shanghai Film Studio (1)","副导演","副导演 (1)"
179,"张芳青","Shanghai (state)","Shanghai Film Studio (1)","制片主任","制片主任 (1)"
180,"祝宏纲","Shanghai (state)","Shanghai Film Studio (1)","剧务主任","剧务主任 (1)"
181,"韩尚义","Shanghai (state)","Shanghai Film Studio (1)","装置设计","装置设计 (1)"
182,"薛志昌","Shanghai (state)","Shanghai Film Studio (1)","配音","配音 (1)"
183,"陈曦","Shanghai (state)","Shanghai Film Studio (1)","剪接","剪接 (1)"
184,"陈祥兴","Shanghai (state)","Shanghai Film Studio (1)","剪接","剪接 (1)"
185,"查瑞根","Shanghai (state)","Shanghai Film Studio (1)","洗印","洗印 (1)"
186,"达旭","Shanghai (state)","Shanghai Film Studio (1)","造型","造型 (1)"
187,"戈永良","Shanghai (state)","Shanghai Film Studio (1)","特技","特技 (1)"
188,"沈维康","Shanghai (state)","Shanghai Film Studio (1)","摄影助理","摄影助理 (1)"
189,"张宏康","Shanghai (state)","Shanghai Film Studio (1)","摄影助理","摄影助理 (1)"
190,"鞠蔚","Shanghai (state)","Shanghai Film Studio (1)","摄影助理","摄影助理 (1)"
191,"邱以仁","Shanghai (state)","Shanghai Film Studio (1)","摄影助理","摄影助理 (1)"
192,"何庚年","Shanghai (state)","Shanghai Film Studio (1)","照明","照明 (1)"
193,"方鹤鸣","Shanghai (state)","Shanghai Film Studio (1)","照明","照明 (1)"
194,"赵斌","Shanghai (state)","Shanghai Film Studio (1)","录音助理","录音助理 (1)"
195,"周恒良","Shanghai (state)","Shanghai Film Studio (1)","录音助理","录音助理 (1)"
196,"刘广阶","Shanghai (state)","Shanghai Film Studio (1)","录音助理","录音助理 (1)"
197,"罗雨秋","Shanghai (state)","Shanghai Film Studio (1)","背景","背景 (1)"
198,"徐克己","Shanghai (state)","Shanghai Film Studio (1)","装置助理","装置助理 (1)"
199,"马云宝","Shanghai (state)","Shanghai Film Studio (1)","制景","制景 (1)"
200,"周家生","Shanghai (state)","Shanghai Film Studio (1)","特技助理","特技助理 (1)"
201,"戴金生","Shanghai (state)","Shanghai Film Studio (1)","特技助理","特技助理 (1)"
202,"蒋幼安","Shanghai (state)","Shanghai Film Studio (1)","化妆","化妆 (1)"
203,"周梦蕾","Shanghai (state)","Shanghai Film Studio (1)","化妆","化妆 (1)"
204,"邓逸民","Shanghai (state)","Shanghai Film Studio (1)","场记","场记 (1)"
205,"陈默","Shanghai (state)","Shanghai Film Studio (1)","场记","场记 (1)"
206,"赵小淳","Shanghai (state)","Shanghai Film Studio (1)","剧务","剧务 (1)"
207,"王云","Shanghai (state)","Shanghai Film Studio (1)","剧务","剧务 (1)"
208,"支光","Shanghai (state)","Shanghai Film Studio (1)","服装","服装 (1)"
209,"翁世涛","Shanghai (state)","Shanghai Film Studio (1)","道具","道具 (1)"
210,"李永周","Shanghai (state)","Shanghai Film Studio (1)","道具","道具 (1)"
211,"黄贻钧","Shanghai (state)","Shanghai Film Studio (1)","指挥","指挥 (1)"
212,"佐临","Shanghai (private)","Wenhua Film Company (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
213,"石挥","Shanghai (private)","Wenhua Film Company (1)","Acting | Director","Director (1) & Acting (1)"
214,"叶明","Shanghai (private)","Wenhua Film Company (1)","Director","Director (1)"
215,"于飞","Shanghai (private)","Wenhua Film Company (1)","Acting","Acting (1)"
216,"林榛","Shanghai (private)","Wenhua Film Company (1)","Acting","Acting (1)"
217,"陈述","Shanghai (private)","Wenhua Film Company (1)","Acting","Acting (1)"
218,"徐一","Shanghai (private)","Wenhua Film Company (1)","摄影","摄影 (1)"
219,"张锡龄","Shanghai (private)","Wenhua Film Company (1)","摄影","摄影 (1)"
220,"徐昌霖","Shanghai (private)","Da Guangming Film Company (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
221,"陶金","Shanghai (private)","Da Guangming Film Company (2)","Acting","Acting (2) & Director (1) & Scriptwriter (1)"
222,"小王玉蓉","Shanghai (private)","Da Guangming Film Company (1)","Acting","Acting (1)"
223,"孙景璐","Shanghai (private)","Da Guangming Film Company (1)","Acting","Acting (1)"
224,"魏喜奎","Shanghai (private)","Da Guangming Film Company (1)","Acting","Acting (1)"
225,"张立德","Shanghai (private)","Da Guangming Film Company (1)","Acting","Acting (1)"
226,"侯宝林","Shanghai (private)","Da Guangming Film Company (1)","Acting","Acting (1)"
227,"高占非","Shanghai (private)","Da Guangming Film Company (1)","Acting","Acting (1)"
228,"顾而已","Shanghai (private)","Da Guangming Film Company (2)","Acting","Acting (2) & Producer (1)"
229,"郑敏","Shanghai (private)","Da Guangming Film Company (1)","Acting","Acting (1)"
230,"顾也鲁","Shanghai (private)","Da Guangming Film Company (2)","Acting","Acting (2) & Producer (1)"
231,"陈震祥","Shanghai (private)","Da Guangming Film Company (1)","摄影","摄影 (1)"
232,"陈鲤庭","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","Director","Director (1)"
233,"柯蓝","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","Scriptwriter","Scriptwriter (1)"
234,"魏鹤龄","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","Acting","Acting (1)"
235,"中叔皇","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","Acting","Acting (1)"
236,"上官云珠","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","Acting","Acting (1)"
237,"吕复","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","Acting","Acting (1)"
238,"张乾","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","Acting","Acting (1)"
239,"张雁","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","Acting","Acting (1)"
240,"奇梦石","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","Acting","Acting (1)"
241,"蓝马","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","Acting","Acting (1)"
242,"张翼","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","Acting","Acting (1)"
243,"蒋天流","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","Acting","Acting (1)"
244,"钱千里","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","Acting","Acting (1)"
245,"高正","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","Acting","Acting (1)"
246,"高博","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","Acting","Acting (1)"
247,"傅伯棠","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","Acting","Acting (1)"
248,"姚士泉","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","摄影","摄影 (1)"
249,"丁辰","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","布景设计","布景设计 (1)"
250,"陈歌辛","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","音乐作曲","音乐作曲 (1)"
251,"李烈鸿","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","录音","录音 (1)"
252,"伍华","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","录音","录音 (1)"
253,"吴绍炜","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","制片主任","制片主任 (1)"
254,"姜起凤","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","副导演","副导演 (1)"
255,"贺路","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","助理导演","助理导演 (1)"
256,"沈西林","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","副摄影","副摄影 (1)"
257,"郭德明","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","摄影助理","摄影助理 (1)"
258,"陆奇生","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","照明","照明 (1)"
259,"向阳","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","歌曲谱曲","歌曲谱曲 (1)"
260,"胡登仁","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","美术","美术 (1)"
261,"楼青蓝","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","美术","美术 (1)"
262,"牛葆荣","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","衬景","衬景 (1)"
263,"周良业","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","录音助理","录音助理 (1)"
264,"诸富祥","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","制作","制作 (1)"
265,"诸锦顺","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","剪接","剪接 (1)"
266,"谭庆龙","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","剪接助理","剪接助理 (1)"
267,"黄汉","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","洗印","洗印 (1)"
268,"林祥富","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","洗印","洗印 (1)"
269,"杭子玉","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","洗印","洗印 (1)"
270,"严兆德","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","洗印","洗印 (1)"
271,"何菊良","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","剧务","剧务 (1)"
272,"梁廷铎","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","场记","场记 (1)"
273,"金科","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","服装","服装 (1)"
274,"桑克正","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","道具","道具 (1)"
275,"姚永福","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","化妆","化妆 (1)"
276,"姜永昌","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","化妆助理","化妆助理 (1)"
277,"周福棠","Shanghai (private)","Changjiang-Kunlun Associated Film Studio (1)","场务","场务 (1)"
278,"李丽华","Shanghai (private)","Da Guangming Film Company (1)","Acting","Acting (1)"
279,"林静","Shanghai (private)","Da Guangming Film Company (1)","Acting","Acting (1)"
280,"李丹薇","Shanghai (private)","Da Guangming Film Company (1)","Acting","Acting (1)"
281,"徐锦文","Shanghai (private)","Da Guangming Film Company (1)","Acting","Acting (1)"
282,"陈风","Shanghai (private)","Da Guangming Film Company (1)","Acting","Acting (1)"
283,"姜明","Shanghai (private)","Da Guangming Film Company (1)","Acting","Acting (1)"
284,"邓敏","Shanghai (private)","Da Guangming Film Company (1)","Acting","Acting (1)"
285,"牛犇","Shanghai (private)","Da Guangming Film Company (1)","Acting","Acting (1)"
286,"裘萍","Shanghai (private)","Da Guangming Film Company (1)","Acting","Acting (1)"
287,"颜碧君","Shanghai (private)","Da Guangming Film Company (1)","Acting | Makeup","Makeup (1) & Acting (1)"
288,"吴家骧","Shanghai (private)","Da Guangming Film Company (1)","Acting","Acting (1)"
289,"吴景平","Shanghai (private)","Da Guangming Film Company (1)","Acting","Acting (1)"
290,"李厚襄","Shanghai (private)","Da Guangming Film Company (1)","Music","Music (1)"
291,"万古蟾","Shanghai (private)","Da Guangming Film Company (1)","Filmset","Filmset (1)"
