Id,Label,GeoCategory,Affilations,Main Role,All Roles
72,"李光惠","Northeast","Northeast Film Studio (1)","摄影","摄影 (1)"
73,"朱革","Northeast","Northeast Film Studio (2)","布景设计 | 布景","布景 (1) & 布景设计 (1)"
74,"吴因","Northeast","Northeast Film Studio (1)","作曲","作曲 (1)"
75,"巩志伟","Northeast","Northeast Film Studio (1)","作曲","作曲 (1)"
76,"张棣昌","Northeast","Northeast Film Studio (1)","作曲","作曲 (1)"
77,"陈文渊","Northeast","Northeast Film Studio (2)","录音","录音 (2)"
78,"陈田","Northeast","Northeast Film Studio (1)","照明","照明 (1)"
79,"李存邦","Northeast","Northeast Film Studio (4)","洗印","洗印 (4)"
80,"唐顺","Northeast","Northeast Film Studio (2)","洗印","洗印 (2)"
81,"贾文锦","Northeast","Northeast Film Studio (2)","剪接","剪接 (2)"
82,"王光彦","Northeast","Northeast Film Studio (1)","剧务主任","剧务主任 (1)"
83,"郭奕","Northeast","Northeast Film Studio (1)","场记","场记 (1)"
84,"罗泰","Northeast","Northeast Film Studio (3)","Acting","化妆 (1) & Acting (2)"
85,"许珂","Northeast","Northeast Film Studio (1)","Director","Director (1)"
86,"陈波儿","Northeast","Northeast Film Studio (1)","Scriptwriter","Scriptwriter (1)"
87,"张平","Northeast","Northeast Film Studio (3)","Acting","Acting (3) & 副导演 (1)"
88,"王潍潍","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
89,"欧阳如秋","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
90,"张琪","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
91,"于彦夫","Northeast","Northeast Film Studio (1)","Acting | 剧务主任","剧务主任 (1) & Acting (1)"
92,"张莹","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
93,"秋晨","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
94,"王炎","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
95,"陈克","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
96,"荆杰","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
97,"必克","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
98,"崔斌","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
99,"柳唐","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
100,"蓝旅","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
101,"傅宏","Northeast","Northeast Film Studio (2)","摄影","摄影 (2)"
102,"徐渭","Northeast","Northeast Film Studio (1)","布景","布景 (1)"
103,"苏民","Northeast","Northeast Film Studio (1)","作曲","作曲 (1)"
104,"隋锡忠","Northeast","Northeast Film Studio (1)","录音","录音 (1)"
105,"包万伶","Northeast","Northeast Film Studio (1)","摄影助理","摄影助理 (1)"
106,"于方","Northeast","Northeast Film Studio (1)","录音助理","录音助理 (1)"
107,"庞贵","Northeast","Northeast Film Studio (1)","特技","特技 (1)"
108,"曾希忠","Northeast","Northeast Film Studio (2)","照明","照明 (2)"
109,"张朴实","Northeast","Northeast Film Studio (1)","场务","场务 (1)"
110,"李慧颖","Northeast","Northeast Film Studio (1)","场记","场记 (1)"
111,"李影","Northeast","Northeast Film Studio (1)","化妆","化妆 (1)"
112,"薛雁","Northeast","Northeast Film Studio (2)","Acting | 服装","服装 (1) & Acting (1)"
113,"凌子风","Northeast","Northeast Film Studio (1)","Director","Director (1)"
114,"翟强","Northeast","Northeast Film Studio (1)","Acting | Director","Director (1) & Acting (1)"
115,"颜一烟","Northeast","Northeast Film Studio (1)","Scriptwriter","Scriptwriter (1)"
116,"张铮","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
117,"岳慎","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
118,"柏李","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
119,"秦布华","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
120,"周苏菲","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
121,"孙月枝","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
122,"周莹箴","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
123,"李超","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
124,"华永庄","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
125,"王英","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
126,"李先觉","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
127,"岳忠华","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
128,"刘武县","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
129,"牛景纯","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
130,"张有慧","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
131,"杜凤侠","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
132,"刘晶昆","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
133,"关航","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
134,"钱江","Northeast","Northeast Film Studio (1)","摄影","摄影 (1)"
135,"葛炎","Northeast","Northeast Film Studio (1)","作曲","作曲 (1)"
136,"唐远之","Northeast","Northeast Film Studio (1)","剧务主任","剧务主任 (1)"
137,"刘力","Northeast","Northeast Film Studio (1)","场记","场记 (1)"
138,"蔡光","Northeast","Northeast Film Studio (1)","特技","特技 (1)"
139,"苏云鹏","Northeast","Northeast Film Studio (1)","道具","道具 (1)"
140,"李延江","Northeast","Northeast Film Studio (1)","照明","照明 (1)"
141,"王文起","Northeast","Northeast Film Studio (1)","照明","照明 (1)"
142,"汲永源","Northeast","Northeast Film Studio (1)","洗印","洗印 (1)"
143,"明伟","Northeast","Northeast Film Studio (2)","剪接","剪接 (2)"
144,"李玉英","Northeast","Northeast Film Studio (1)","剪接","剪接 (1)"
145,"冯白鲁","Northeast","Northeast Film Studio (1)","Director","Director (1)"
146,"王震之","Northeast","Northeast Film Studio (1)","Scriptwriter","Scriptwriter (1)"
147,"于蓝","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
148,"安琪","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
149,"苏苓","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
150,"黄玲","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
151,"刘儒","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
152,"马守清","Northeast","Northeast Film Studio (1)","摄影","摄影 (1)"
153,"高田","Northeast","Northeast Film Studio (1)","作曲","作曲 (1)"
154,"赵鸿钧","Northeast","Northeast Film Studio (1)","录音","录音 (1)"
155,"郑国恩","Northeast","Northeast Film Studio (1)","照明助理","照明助理 (1)"
156,"傅英杰","Northeast","Northeast Film Studio (1)","录音助理","录音助理 (1)"
157,"高振环","Northeast","Northeast Film Studio (1)","录音助理","录音助理 (1)"
158,"王永瑞","Northeast","Northeast Film Studio (1)","置景","置景 (1)"
159,"织田","Northeast","Northeast Film Studio (1)","特技","特技 (1)"
160,"阎永三","Northeast","Northeast Film Studio (1)","特技","特技 (1)"
161,"钱仲选","Northeast","Northeast Film Studio (1)","洗印","洗印 (1)"
162,"孙晓文","Northeast","Northeast Film Studio (1)","场记","场记 (1)"
163,"王岚","Northeast","Northeast Film Studio (2) & Datong Film Company (1) & 中央电影摄影场一厂 (1)","Acting","场务 (1) & Acting (3)"
164,"董士忠","Northeast","Northeast Film Studio (1)","场务","场务 (1)"
165,"段明慨","Northeast","Northeast Film Studio (1)","医务顾问","医务顾问 (1)"
166,"尹升山","Northeast","Northeast Film Studio (1)","指挥","指挥 (1)"
167,"伊明","Northeast","Northeast Film Studio (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
168,"姚向黎","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
169,"刘西林","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
170,"周克","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
171,"孙凤琴","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
172,"张路","Northeast","Northeast Film Studio (1)","Acting","Acting (1)"
173,"陈民魂","Northeast","Northeast Film Studio (1)","摄影","摄影 (1)"
174,"敬然","Northeast","Northeast Film Studio (1)","剧务","剧务 (1)"
175,"董志围","Northeast","Northeast Film Studio (1)","剧务","剧务 (1)"
176,"俞翼如","Northeast","Northeast Film Studio (1)","置景","置景 (1)"
177,"佐临","Shanghai (private)","Wenhua Film Company (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
178,"赵钱孙","Shanghai (private)","Wenhua Film Company (1)","Acting","Acting (1)"
179,"程之","Shanghai (private)","Wenhua Film Company (1)","Acting","Acting (1)"
180,"沈扬","Shanghai (private)","Wenhua Film Company (1) & 远东影业公司 (1)","Acting","Acting (2)"
181,"俞仲英","Shanghai (private)","Wenhua Film Company (1)","Acting","Acting (1)"
182,"田振东","Shanghai (private)","Wenhua Film Company (1) & Datong Film Company (1) & Kunlun Film Company (1)","Acting","Acting (3)"
183,"崔超明","Shanghai (private)","Wenhua Film Company (1)","Acting","Acting (1)"
184,"杨文龙","Shanghai (private)","Wenhua Film Company (1)","Acting","Acting (1)"
185,"蔡元元","Shanghai (private)","Wenhua Film Company (1)","Acting","Acting (1)"
186,"李春英","Shanghai (private)","Wenhua Film Company (1)","Acting","Acting (1)"
187,"蔡松龄","Shanghai (private)","Wenhua Film Company (1)","Acting","Acting (1)"
188,"黎频","Shanghai (private)","Wenhua Film Company (1)","Acting","Acting (1)"
189,"杨肇文","Shanghai (private)","Wenhua Film Company (1)","Acting","Acting (1)"
190,"李煊","Shanghai (private)","Wenhua Film Company (1)","Acting","Acting (1)"
191,"周瑞德","Shanghai (private)","Wenhua Film Company (1)","Acting","Acting (1)"
192,"苏曼","Shanghai (private)","Wenhua Film Company (1)","Acting","Acting (1)"
193,"李保罗","Shanghai (private)","Wenhua Film Company (1) & 中央电影摄影场二厂 (1) & Kunlun Film Company (1)","Acting","Acting (3)"
194,"石灵","Shanghai (private)","Wenhua Film Company (1)","Acting","Acting (1)"
195,"韩明德","Shanghai (private)","Wenhua Film Company (1)","Acting","Acting (1)"
196,"张劭","Shanghai (private)","Wenhua Film Company (1) & Kunlun Film Company (1)","Acting","Acting (2)"
197,"王敏","Shanghai (private)","Wenhua Film Company (1)","Acting","Acting (1)"
198,"李家","Shanghai (private)","Wenhua Film Company (1)","Acting","Acting (1)"
199,"钟高年","Shanghai (private)","Wenhua Film Company (1)","Acting","Acting (1)"
200,"薛容","Shanghai (private)","Wenhua Film Company (1)","Acting","Acting (1)"
201,"罗森","Shanghai (private)","Wenhua Film Company (1)","Acting","Acting (1)"
202,"许琦","Shanghai (private)","Wenhua Film Company (1)","摄影","摄影 (1)"
203,"郑小秋","Shanghai (private)","Datong Film Company (2)","Director","Director (2)"
204,"田汉","Shanghai (private)","Datong Film Company (1)","Scriptwriter","Scriptwriter (1)"
205,"吕玉堃","Shanghai (private)","Datong Film Company (2) & 新中华影业公司 (1) & Guotai Film Company (1)","Acting","Acting (4)"
206,"陈正薇","Shanghai (private)","Datong Film Company (1)","Acting","Acting (1)"
207,"罗静宜","Shanghai (private)","Datong Film Company (3)","Acting","Acting (3)"
208,"强明","Shanghai (private)","Datong Film Company (3)","Acting","Acting (3)"
209,"朱琳","Shanghai (private)","Datong Film Company (3) & Kunlun Film Company (1)","Acting","Acting (4)"
210,"周刍","Shanghai (private)","Datong Film Company (3)","Acting","Acting (3)"
211,"姜修","Shanghai (private)","Datong Film Company (1) & 新中华影业公司 (1)","Acting","Acting (2)"
212,"陈焰","Shanghai (private)","Datong Film Company (1)","Acting | 化妆","化妆 (1) & Acting (1)"
213,"潘锐","Shanghai (private)","Datong Film Company (1)","Acting","Acting (1)"
214,"程又林","Shanghai (private)","Datong Film Company (1)","Acting","Acting (1)"
215,"于冲","Shanghai (private)","Datong Film Company (3)","Acting","Acting (3)"
216,"姚思诚","Shanghai (private)","Datong Film Company (1)","Acting","Acting (1)"
217,"冯奇","Shanghai (private)","Datong Film Company (1)","Acting","Acting (1)"
218,"许垦","Shanghai (private)","Datong Film Company (1)","Acting","Acting (1)"
219,"唐葭村","Shanghai (private)","Datong Film Company (1)","Acting","Acting (1)"
220,"陈月楼","Shanghai (private)","Datong Film Company (1)","评剧指导 | Acting","评剧指导 (1) & Acting (1)"
221,"虞禹方","Shanghai (private)","Datong Film Company (1)","Acting","Acting (1)"
222,"吴涛","Shanghai (private)","Datong Film Company (1)","Acting","Acting (1)"
223,"夏冬","Shanghai (private)","Datong Film Company (2)","Acting","Acting (2)"
224,"钱麟童","Shanghai (private)","Datong Film Company (1)","Acting","Acting (1)"
225,"梁怨","Shanghai (private)","Datong Film Company (1)","Acting","Acting (1)"
226,"朱少泉","Shanghai (private)","Datong Film Company (1)","Acting","Acting (1)"
227,"高扬","Shanghai (private)","Datong Film Company (1)","Acting","Acting (1)"
228,"李季","Shanghai (private)","Datong Film Company (1)","Acting","Acting (1)"
229,"黄芳","Shanghai (private)","Datong Film Company (1)","Acting","Acting (1)"
230,"黄耐霜","Shanghai (private)","Datong Film Company (1)","Acting","Acting (1)"
231,"胡德龙","Shanghai (private)","Datong Film Company (1)","Acting","Acting (1)"
232,"田恺","Shanghai (private)","Datong Film Company (1)","Acting","Acting (1)"
233,"肖凡","Shanghai (private)","Datong Film Company (1)","Acting","Acting (1)"
234,"吕荣康","Shanghai (private)","Datong Film Company (1)","Acting","Acting (1)"
235,"曹龄青","Shanghai (private)","Datong Film Company (1)","Acting","Acting (1)"
236,"徐剑豪","Shanghai (private)","Datong Film Company (1)","Acting","Acting (1)"
237,"尚华","Shanghai (private)","Datong Film Company (1)","Acting","Acting (1)"
238,"罗从周","Shanghai (private)","Datong Film Company (2)","摄影 | Camera","摄影 (1) & Camera (1)"
239,"董萍","Shanghai (private)","Datong Film Company (1)","布景","布景 (1)"
240,"祁次欣","Shanghai (private)","Datong Film Company (1)","音乐","音乐 (1)"
241,"袁庆余","Shanghai (private)","Datong Film Company (1)","录音","录音 (1)"
242,"姚守清","Shanghai (private)","Datong Film Company (1)","录音","录音 (1)"
243,"谢晋","Shanghai (private)","Datong Film Company (2)","副导演 | Director","副导演 (1) & Director (1)"
244,"柳中亮","Shanghai (private)","Datong Film Company (2)","Executive-Producer | 监制","监制 (1) & Executive-Producer (1)"
245,"张石川","Shanghai (private)","Datong Film Company (2)","Producer | 制片","制片 (1) & Producer (1)"
246,"查祥康","Shanghai (private)","Datong Film Company (1)","摄影助理","摄影助理 (1)"
247,"刘永昌","Shanghai (private)","Datong Film Company (1)","录音助理","录音助理 (1)"
248,"童景文","Shanghai (private)","Datong Film Company (1)","布景助理","布景助理 (1)"
249,"张曦白","Shanghai (private)","Datong Film Company (1)","绘景","绘景 (1)"
250,"陈瑞和","Shanghai (private)","Datong Film Company (1)","剪接","剪接 (1)"
251,"赵家树","Shanghai (private)","Datong Film Company (1)","剪接","剪接 (1)"
252,"严兆德","Shanghai (private)","Datong Film Company (1)","洗印","洗印 (1)"
253,"杭子玉","Shanghai (private)","Datong Film Company (1)","洗印","洗印 (1)"
254,"陈重","Shanghai (private)","Datong Film Company (2) & Kunlun Film Company (1)","Acting","剧务 (1) & Acting (2)"
255,"何品芳","Shanghai (private)","Datong Film Company (1)","道具","道具 (1)"
256,"金鹤良","Shanghai (private)","Datong Film Company (1)","服装","服装 (1)"
257,"颜碧丽","Shanghai (private)","Datong Film Company (1)","场记","场记 (1)"
258,"徐应生","Shanghai (private)","Datong Film Company (1)","场务","场务 (1)"
259,"薛根宝","Shanghai (private)","Datong Film Company (1)","陈设","陈设 (1)"
260,"郑君里","Shanghai (private)","Kunlun Film Company (1)","Scriptwriter | Director","Director (1) & Scriptwriter (1)"
261,"沈浮","Shanghai (private)","Kunlun Film Company (2)","Scriptwriter","Scriptwriter (2) & Director (1)"
262,"王林谷","Shanghai (private)","Kunlun Film Company (1)","Scriptwriter | 制片主任","Scriptwriter (1) & 制片主任 (1)"
263,"徐韬","Shanghai (private)","Kunlun Film Company (1)","Scriptwriter","Scriptwriter (1)"
264,"赵丹","Shanghai (private)","Kunlun Film Company (2)","Acting","Scriptwriter (1) & Acting (2)"
265,"陈白尘","Shanghai (private)","Kunlun Film Company (1)","Scriptwriter","Scriptwriter (1)"
266,"魏鹤龄","Shanghai (roc) / Shanghai (private)","Kunlun Film Company (1) & 中央电影摄影场二厂 (1)","Acting","Acting (2)"
267,"黄宗英","Shanghai (private)","Kunlun Film Company (2) & 中央电影摄影场二厂 (1)","Acting","Acting (3)"
268,"上官云珠","Shanghai (private)","Kunlun Film Company (3)","Acting","Acting (3)"
269,"孙道临","Shanghai (private)","Kunlun Film Company (2) & 远东影业公司 (1)","Acting","Acting (3)"
270,"李天济","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
271,"王蓓","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
272,"吴茵","Shanghai (private)","Kunlun Film Company (3) & 远东影业公司 (1)","Acting","Acting (4)"
273,"苗振华","Shanghai (roc) / Shanghai (private)","Kunlun Film Company (1) & 中央电影摄影场一厂 (1)","摄影 | Camera","摄影 (1) & Camera (1)"
274,"胡振华","Shanghai (private)","Kunlun Film Company (2)","摄影 | Camera","摄影 (1) & Camera (1)"
275,"牛葆荣","Shanghai (private)","Kunlun Film Company (2)","Filmset | 美术","美术 (1) & Filmset (1)"
276,"徐子诚","Shanghai (private)","Kunlun Film Company (1)","美术","美术 (1)"
277,"王云阶","Shanghai (private)","Kunlun Film Company (3)","音乐","音乐 (2) & Acting (1) & Music (1)"
278,"李烈鸿","Shanghai (private)","Kunlun Film Company (1)","录音","录音 (1)"
279,"邬延芳","Shanghai (private)","Kunlun Film Company (1)","剪辑","剪辑 (1)"
280,"赵明","Shanghai (private)","Kunlun Film Company (1)","Director","Director (1)"
281,"严恭","Shanghai (private)","Kunlun Film Company (1)","Director","Director (1)"
282,"阳翰笙","Shanghai (private)","Kunlun Film Company (1)","Scriptwriter","Scriptwriter (1)"
283,"王龙基","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
284,"林榛","Shanghai (private)","Kunlun Film Company (1) & Datong Film Company (1) & Guotai Film Company (1)","Acting","Acting (3)"
285,"关宏达","Shanghai (private)","Kunlun Film Company (1) & 中企影艺社 (1) & 华光影业制片厂 (1) & 嘉年影业公司 (2) & 中央电影摄影场一厂 (1)","Acting","Acting (6)"
286,"杜雷","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
287,"黄晨","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
288,"程漠","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
289,"马飞","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
290,"孟树范","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
291,"钱风","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
292,"陈光复","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
293,"冯继雄","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
294,"石炎","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
295,"岳勋烈","Shanghai (private)","Kunlun Film Company (1)","儿童辅导 | Acting","儿童辅导 (1) & Acting (1)"
296,"陈家松","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
297,"小涵","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
298,"薛敏","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
299,"洪骏","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
300,"姚姚","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
301,"陶冶","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
302,"龚伯安","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
303,"苏鸿","Shanghai (roc) / Shanghai (private)","Kunlun Film Company (1) & 中央电影摄影场一厂 (1)","Acting","Acting (2)"
304,"宋衍万","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
305,"杨小乔","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
306,"王公序","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
307,"丁然","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
308,"刁光覃","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
309,"方伯","Shanghai (private)","Kunlun Film Company (1) & 新时代影业公司 (Hong Kong) (1) & 嘉年影业公司 (2) & 华侨影业公司 (Hong Kong) (1) & 中央电影摄影场二厂 (1)","Acting","Acting (6)"
310,"顾鍪","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
311,"何学初","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
312,"孙仪","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
313,"莫愁","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
314,"柳杰","Shanghai (private)","Kunlun Film Company (1) & 远东影业公司 (1) & Datong Film Company (1)","Acting","Acting (3)"
315,"马中婴","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
316,"钱理群","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
317,"中叔皇","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
318,"王静安","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
319,"朱莎","Shanghai (private)","Kunlun Film Company (1) & 嘉华影业公司 (1) & 大华电影企业公司 (1) & Guotai Film Company (1)","Acting","Acting (4)"
320,"沙莉","Shanghai (private)","Kunlun Film Company (1) & 远东影业公司 (1) & Datong Film Company (2)","Acting","Acting (4)"
321,"阮斐","Shanghai (private)","Kunlun Film Company (1) & 华侨影业公司 (Hong Kong) (1)","Acting","Acting (2)"
322,"林子丹","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
323,"金淑芝","Shanghai (private)","Kunlun Film Company (1)","Acting","Acting (1)"
324,"林默予","Shanghai (private)","Kunlun Film Company (1) & Datong Film Company (1)","Acting","Acting (2)"
