wu ming dao,Beijing Film Studio,Beijing
kuang deng,Beijing Film Studio,Beijing
fei yue tian xian,Beijing Film Studio,Beijing
feng bao,Beijing Film Studio,Beijing
qing chun zhi ge,Beijing Film Studio,Beijing
huan tian xi di (1959),Beijing Film Studio,Beijing
shui shang chun qiu,Beijing Film Studio,Beijing
liang shi,Beijing Film Studio,Beijing
bai feng chao yang,Beijing Film Studio,Beijing
san ge mu qin,Haiyan Film Studio,Shanghai (state)
lv zhou kai ge,Haiyan Film Studio,Shanghai (state)
hao hai zi,Haiyan Film Studio,Shanghai (state)
nie er,Haiyan Film Studio,Shanghai (state)
huang pu jiang de gu shi,Haiyan Film Studio,Shanghai (state)
jin tian wo xiu xi,Haiyan Film Studio,Shanghai (state)
wan zi qian hong zong shi chun,Haiyan Film Studio,Shanghai (state)
xiang hai yang,Haiyan Film Studio,Shanghai (state)
qiao lao ye shang jiao,Haiyan Film Studio,Shanghai (state)
lin ze xu,Haiyan Film Studio,Shanghai (state)
lao bing xin zhuan,Haiyan Film Studio,Shanghai (state)
nv fu ma,Haiyan Film Studio,Shanghai (state)
bai sui gua shuai,Haiyan Film Studio,Shanghai (state)
sheng si pai,Haiyan Film Studio,Shanghai (state)
gang tie shi jia,Tianma Film Studio,Shanghai (state)
chun man ren jian,Tianma Film Studio,Shanghai (state)
sha mo zhui fei ji,Tianma Film Studio,Shanghai (state)
di xia shao xian dui,Tianma Film Studio,Shanghai (state)
xiang piao wan li,Tianma Film Studio,Shanghai (state)
di xia hang xian,Tianma Film Studio,Shanghai (state)
chun feng yang liu,Tianma Film Studio,Shanghai (state)
bao lian deng,Tianma Film Studio,Shanghai (state)
zhui yu,Tianma Film Studio,Shanghai (state)
xing xing zhi huo,Tianma Film Studio,Shanghai (state)
jie ri ge wu,Tianma Film Studio,Shanghai (state)
bu lao song,Jiangnan Film Studio,Shanghai (state)
an hui xi qu ji jin,Anhui Film Studio,Anhui
hui min zhi dui,August First Film Studio,Beijing
jiang shan duo jiao,August First Film Studio,Beijing
hai ying,August First Film Studio,Beijing
wan shui qian shan,August First Film Studio,Beijing
lie huo zhen jin,August First Film Studio,Beijing
wu duo hong yun,August First Film Studio,Beijing
ying xiong dao,August First Film Studio,Beijing
chi feng hao,August First Film Studio,Beijing
you yi,August First Film Studio,Beijing
zhan shang hai,August First Film Studio,Beijing
mu gui ying gua shuai (1959),Central Newsreel and Documentary Film Studio,Beijing
